filenames,corpus,WC,WPS,Sixltr,Dic,Numerals,Pronoun,I,We,Self,You,Other,Negate,Assent,Article,Preps,Number,Affect,Posemo,Posfeel,Optim,Negemo,Anx,Anger,Sad,Cogmech,Cause,Insight,Discrep,Inhib,Tentat,Certain,Senses,See,Hear,Feel,Social,Comm,Othref,Friends,Family,Humans,Time,Past,Present,Future,Space,Up,Down,Incl,Excl,Motion,Occup,School,Job,Achieve,Leisure,Home,Sports,TV,Music,Money,Metaph,Relig,Death,Physcal,Body,Sexual,Eating,Sleep,Groom,Swear,Nonfl,Fillers,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
"GN_1796_Tieck,Ludwig_WilliamLovell_Novel.txt",DE_NOV,160504,23.9,21.27,67.39,0.17,14.87,7.25,0.7,7.95,1.91,5.43,1.78,0.13,8.21,9.09,0.3,5.55,3.23,0.6,0.58,2.32,0.33,0.3,0.68,8.57,1.51,2.19,1.69,0.21,0.87,2.35,0.24,0.18,0.01,0.02,10.3,1.6,8.51,0.41,0.48,0.79,4.58,3.23,5.77,0.72,7.54,0.91,0.19,6.58,2.01,0.8,2.77,0.53,0.71,1.77,1.33,0.73,0.3,0.14,0.17,0.44,1.23,0.89,0.4,1.56,1.22,0.24,0.04,0.13,0.04,0.02,0,0,3.33,10.14,0.27,0.9,0.48,0.44,1.42,0,0.03,0.02,0.26,17.32
"GN_1797_Paul,Jean_Siebenkäs_Novel.txt",DE_NOV,178140,33.4,25.7,62.8,0.31,9.03,1.79,0.42,2.21,1.36,5.97,1.42,0.14,11.84,9.72,0.85,4,2.4,0.37,0.4,1.6,0.16,0.23,0.48,6.28,1.5,1.13,1.41,0.21,0.76,1.4,0.25,0.16,0.03,0.03,9.47,1.24,7.69,0.3,0.48,0.61,4.39,3.88,2.93,0.44,7.87,1.27,0.36,7.06,2.73,0.87,3.04,0.71,1.04,1.69,1.3,0.65,0.3,0.17,0.2,0.73,1.32,0.96,0.49,2.18,1.84,0.2,0.13,0.13,0.11,0.04,0,0,3.17,8.44,0.7,0.77,0.23,0.3,2.87,0,0.56,0.2,0.32,17.48
"GN_1798_La Roche,Sophie von_ErscheinungenamSeeOneida_Novel.txt",DE_NOV,103037,31.66,23.74,63.84,0.12,11.44,4.52,1.13,5.65,1.77,5.03,1.01,0.11,9.82,9.5,0.37,4.93,3.52,0.75,0.54,1.41,0.24,0.17,0.54,7.11,1.49,2.15,1.21,0.15,0.48,1.81,0.24,0.13,0,0.04,10.29,2.1,7.61,0.4,0.88,0.94,3.58,4.33,3.07,0.55,8.05,0.97,0.14,7.6,1.96,0.83,3.27,0.87,1.08,1.9,1.66,0.88,0.49,0.14,0.17,0.64,1.47,1.17,0.38,1.38,0.93,0.25,0.12,0.08,0.07,0,0,0,2.51,11.35,0.82,0.62,0.25,0.45,0.83,0,0.05,0.01,0,16.79
"GN_1798_Tieck,Ludwig_FranzSternbaldsWanderungen_Novel.txt",DE_NOV,102722,29.3,22.64,65.42,0,12.81,3.6,0.59,4.19,2.1,7.55,1.55,0.1,9.33,8.68,0.31,5.46,3.78,0.68,0.59,1.66,0.27,0.2,0.54,7.37,1.39,2,1.36,0.16,0.7,1.98,0.31,0.23,0.02,0.02,12.07,1.71,9.97,0.47,0.4,0.61,4.41,4.72,4.35,0.5,7.42,1.07,0.22,6.64,1.91,1.05,3.28,0.68,0.99,2.1,1.58,0.6,0.43,0.17,0.38,0.37,1.2,0.96,0.27,1.65,1.27,0.24,0.06,0.11,0.06,0,0,0,3.36,11.55,0.45,0.53,0.5,0.36,0.21,0,0.05,0.01,0.27,17.28
"GN_1798_Unger,Friederike_JulchenGrünthal_Novel.txt",DE_NOV,97852,19.23,23.73,66.59,0.02,14.11,6.57,0.49,7.05,1.94,6.16,1.73,0.13,8.88,8.78,0.38,5.35,3.41,0.71,0.61,1.92,0.31,0.25,0.54,7.38,1.29,2.15,1.54,0.27,0.62,1.72,0.3,0.18,0.02,0.07,11.31,2.22,8.04,0.35,1.36,0.99,3.88,5.41,3.74,0.62,7.46,0.86,0.16,5.51,2.1,0.92,3.49,0.93,0.98,2,1.47,0.76,0.34,0.14,0.25,0.59,1.24,0.99,0.27,2.01,1.65,0.31,0.05,0.07,0.08,0.01,0,0,4.17,10.54,0.4,1.46,0.55,0.89,1.28,0,0.47,0.07,0.04,19.91
"GN_1798_Wolzogen,Caroline_AgnesvonLilien_Novel.txt",DE_NOV,80317,19.08,24.34,68.65,0,14.44,6.93,0.96,7.89,1.79,5.65,0.99,0.04,10.32,10.3,0.36,6.46,4.08,0.95,0.67,2.36,0.52,0.3,0.59,7.25,0.93,2.71,1.06,0.28,0.55,2,0.36,0.26,0.05,0.02,11.63,2.68,8.2,0.62,1.19,0.62,3.95,5.23,3.44,0.55,8.78,0.92,0.16,6.25,1.55,1,3.17,0.6,1.04,1.94,2.47,1.33,0.65,0.22,0.3,0.46,1.22,0.95,0.29,2.24,1.74,0.3,0.04,0.14,0.18,0,0,0,4.63,9.43,0.27,0.52,0.25,0.53,0.29,0,0.05,0,1.08,17.06
GN_1799_Hölderlin_Hyperion_Novel.txt,DE_NOV,86420,18.84,17.06,60.54,10.63,13.11,5.56,1,6.56,2.57,4.69,1.66,0.14,9.01,7.15,0.28,4.56,3.06,0.7,0.54,1.5,0.18,0.19,0.55,6.58,1.98,1.48,1.39,0.25,0.4,1.27,0.25,0.19,0.01,0.03,9.64,1.48,8.02,0.21,0.23,0.56,3.48,3.82,4.27,0.42,6.65,0.73,0.3,6.19,1.85,0.74,2.15,0.41,0.6,1.36,1.44,0.81,0.4,0.09,0.16,0.46,1.81,1.42,0.52,1.56,1.18,0.24,0.03,0.12,0.08,0,0,0,3.22,10.57,0.09,0.61,0.58,1.52,0.06,0,1.31,0.35,0,18.67
"GN_1799_Schlegel,Friedrich_Lucinde_Novel.txt",DE_NOV,29996,21.66,22.23,67.01,0,11.01,2.6,0.39,3,2.42,6.23,1.63,0.1,10.27,8.57,0.45,6.41,4.49,1.08,0.73,1.91,0.24,0.28,0.61,8.62,1.82,2.1,1.53,0.26,0.9,2.39,0.28,0.18,0.01,0.06,10.76,1.14,9.3,0.44,0.34,0.66,3.97,3.36,4.38,0.56,7.14,0.62,0.15,8.51,2.45,0.45,3.2,0.54,0.95,2.1,1.53,0.73,0.45,0.14,0.24,0.39,1.78,1.41,0.42,1.74,1.13,0.41,0.05,0.08,0.17,0.02,0,0,4.05,7.42,0.3,0.59,0.4,0.34,0.53,0,0.16,0,0.25,14.06
GN_1800_Novalis_HeinrichvonOfterdingen_Novel.txt,DE_NOV,45948,18.66,25.1,65.2,0.02,10.44,2.04,0.46,2.51,2.22,7.12,1.08,0.07,11.82,9.38,0.36,4.89,3.45,0.55,0.54,1.43,0.22,0.17,0.45,5.32,1.14,1.7,0.78,0.1,0.43,1.44,0.27,0.16,0.02,0.05,11.19,1.26,8.95,0.39,0.79,0.61,3.92,4.77,3.3,0.72,8.07,1.01,0.28,8.04,1.37,1.09,3.05,0.82,0.92,1.71,1.93,0.81,0.5,0.17,0.47,0.6,1.25,1.04,0.27,1.83,1.43,0.23,0.06,0.15,0.1,0,0,0,4.97,8.7,0.22,0.55,0.27,0.12,0.28,0,0.1,0.04,0.46,15.74
"GN_1801_Fischer,CarolineAuguste_GustavsVerirrungen_Novel.txt",DE_NOV,19941,11.49,21.61,67.27,0.31,17.23,8.29,0.55,8.85,2.33,7.31,1.8,0.2,7.44,8.41,0.42,4.77,2.75,0.53,0.46,2.02,0.34,0.33,0.72,8.09,1.2,2.54,2.06,0.23,0.58,1.7,0.5,0.4,0,0.09,11.55,2.36,9.51,0.24,0.52,0.52,4.52,5.97,3.57,0.62,6.97,1.03,0.08,5.18,2.63,1.03,2.74,0.67,0.69,1.74,1.41,0.7,0.43,0.12,0.17,0.46,1.12,0.87,0.29,2.22,1.81,0.3,0.05,0.2,0.07,0.03,0.01,0,5.91,6.65,0.49,1.04,1.06,3.22,4.66,0,0.05,0.01,0,23.1
"GN_1801_Schlegel,Dorothea_Florentin_Novel.txt",DE_NOV,56900,24.72,23.48,66.62,0,14.46,4.54,0.46,5,2.23,8.31,1.7,0.07,8.49,9.5,0.31,5.5,3.57,0.65,0.71,1.91,0.37,0.25,0.5,7.28,1.16,1.98,1.36,0.34,0.77,1.92,0.23,0.18,0.02,0.02,12.95,1.91,10.51,0.44,0.72,0.57,4.46,5.36,3.39,0.58,8.04,0.99,0.18,5.83,2.18,1.07,3.18,0.68,1.04,1.87,1.78,0.92,0.45,0.13,0.29,0.52,1.01,0.82,0.22,1.35,1.02,0.23,0.03,0.22,0.07,0.01,0,0,4.06,10.56,0.25,1.08,0.51,0.7,1.05,0,0.09,0.01,0.25,18.56
"GN_1802_Arnim,Achimvon_HollinsLiebeleben_Novel.txt",DE_NOV,29495,28.06,22.2,58.85,10.48,11.42,3.89,0.55,4.43,2.2,5.71,1.24,0.02,9.81,8.63,0.52,5.49,3.42,0.79,0.63,2.05,0.36,0.27,0.62,6.42,1.07,1.56,0.9,0.33,0.44,2.34,0.29,0.2,0,0.04,9.88,1.22,8.81,0.41,0.48,0.39,3.45,3.29,3.78,0.53,6.99,0.8,0.19,4.95,1.69,0.87,3.06,0.77,0.92,1.76,1.93,1.06,0.45,0.14,0.29,0.39,1.26,0.87,0.47,1.39,1.01,0.21,0.07,0.19,0.04,0.01,0,0,3.08,9.64,0.21,0.34,0.2,0.32,0.07,0,0.13,0.39,0.02,14.77
"GN_1802_Brentano,Clemens_Godwi_Novel.txt",DE_NOV,137096,28.21,20.05,67.44,0.01,13.93,5.15,0.54,5.69,2.38,6.83,1.7,0.07,10.26,8.87,0.37,5.39,3.51,0.77,0.5,1.87,0.23,0.19,0.68,7.18,1.56,1.89,1.19,0.19,0.56,1.97,0.3,0.17,0.03,0.05,11.4,1.5,9.47,0.39,0.61,0.55,3.7,4.31,4.9,0.64,7.82,0.88,0.23,7.15,1.97,0.97,2.82,0.56,0.75,1.82,1.74,0.89,0.38,0.11,0.37,0.47,1.39,0.9,0.56,1.88,1.36,0.33,0.08,0.2,0.12,0.02,0,0,3.33,11.57,0.46,0.74,0.31,0.32,0.99,0,0.05,0.02,0.3,18.08
"GN_1802_Fischer,CarolineAuguste_DieHonigmonathe_Novel.txt",DE_NOV,34164,9.94,21.69,66.73,0.36,16.19,6.42,0.6,7.02,2.94,7.14,2.47,0.29,6.9,7.91,0.59,5.69,3.31,0.56,0.82,2.37,0.4,0.38,0.74,8.42,1.4,2.28,2.2,0.26,0.66,2,0.28,0.2,0.02,0.04,12.26,1.84,10.43,0.24,0.61,0.71,4.21,2.99,6.52,0.91,6.76,0.78,0.12,4.77,2.15,0.82,2.5,0.53,0.69,1.55,1.77,1.19,0.34,0.1,0.15,0.38,1.37,0.97,0.43,2.08,1.13,0.25,0.04,0.11,0.64,0.04,0,0,7.28,6.94,0.23,0.88,1.31,2.48,2.49,0,0.05,0.01,0.04,21.71
"GN_1803_Mereau,Sophie_AmandaundEduard_Novel.txt",DE_NOV,50791,20.72,22.9,67.21,0.11,14.43,6.68,0.7,7.38,2.52,5.17,1.48,0.1,9.01,8.94,0.39,6.15,4.12,1.09,0.61,2,0.31,0.22,0.77,8.25,1.52,2.2,1.24,0.25,0.7,2.57,0.32,0.27,0.01,0.02,9.88,1.49,8.74,0.36,0.31,0.49,4.35,3.33,5.05,0.59,7.76,0.81,0.15,6.82,1.91,0.77,2.59,0.49,0.83,1.55,2.09,1.14,0.56,0.17,0.24,0.44,1.4,1.06,0.39,1.61,1.24,0.21,0.04,0.07,0.1,0,0,0,3.28,12.8,0.09,0.81,0.45,1.2,1.62,0,0.27,0,0.06,20.57
"GN_1803_Paul,Jean_Titan_Novel.txt",DE_NOV,265959,30.1,24.3,62.94,0.2,9.01,1.32,0.24,1.56,1.62,6.56,1.22,0.1,11.65,9.72,0.48,4.66,2.94,0.63,0.44,1.72,0.18,0.28,0.48,6.12,1.59,1.23,1.18,0.2,0.61,1.46,0.33,0.23,0.03,0.05,10.53,1.39,8.16,0.33,0.72,0.53,4.5,4.52,2.87,0.4,8.09,1.41,0.35,7.16,2.38,1.04,2.62,0.57,0.67,1.6,1.49,0.7,0.42,0.16,0.22,0.43,1.54,1.18,0.48,2.12,1.71,0.29,0.07,0.13,0.13,0.03,0,0,3.2,7.99,0.5,0.88,0.33,0.55,3.33,0,0.69,0.38,0.31,18.19
"GN_1804_Unger,FriederikeHelene_AlbertundAlbertine_Novel.txt",DE_NOV,44856,20.91,26.51,63.75,0.09,10.8,1.98,0.26,2.24,2.64,7.8,1.57,0.11,9.88,8.79,0.45,6.4,4.61,0.67,0.57,1.79,0.23,0.29,0.5,6.44,1.23,1.63,1.12,0.26,0.59,1.81,0.27,0.16,0.02,0.05,12.18,1.77,9.42,0.49,0.85,0.59,3.83,5.82,2.87,0.52,7.35,0.68,0.17,5.59,1.92,0.84,3.17,0.71,0.99,1.88,1.51,0.76,0.39,0.15,0.23,0.82,1.06,0.78,0.32,1.88,1.51,0.23,0.1,0.09,0.1,0.02,0.01,0,4.09,10.28,0.36,1.32,0.58,1.36,1.16,0,0.4,0.04,0,19.52
"GN_1805_Klingemann,August_DieNachtwachendesBonaventura_Novel.txt",DE_NOV,38799,31.44,23.51,63.87,0.09,10.11,3.7,0.3,4.01,1.43,5.18,1.22,0.13,11.59,10.04,0.52,4.43,2.38,0.34,0.42,2.05,0.24,0.28,0.47,6.32,1.74,1.33,1.2,0.15,0.73,1.35,0.22,0.14,0.02,0.05,8.15,0.95,6.72,0.16,0.35,0.63,4.2,3.38,3.88,0.29,8.87,1.25,0.25,7.59,2.43,0.94,2.85,0.76,0.69,1.68,1.48,0.62,0.4,0.24,0.23,0.44,1.77,1.21,0.79,1.74,1.29,0.25,0.09,0.29,0.09,0.05,0,0,2.79,9.28,0.14,0.88,0.17,0.67,1.48,0,0.13,0.01,0.41,15.99
"GN_1805_Paul,Jean_Flegeljahre_Novel.txt",DE_NOV,158601,28.01,24.22,61.66,0.22,8.57,1.58,0.2,1.78,1.11,5.93,1.29,0.14,11.36,9.76,0.64,3.83,2.58,0.46,0.44,1.24,0.11,0.2,0.33,6.52,1.56,1.28,1.28,0.2,0.85,1.52,0.29,0.16,0.04,0.02,9.61,1.43,7.41,0.26,0.57,0.54,4.48,4.37,2.9,0.37,8.05,1.43,0.32,6.43,2.8,1.09,2.93,0.82,0.78,1.67,1.67,0.72,0.37,0.16,0.43,0.92,1.16,0.99,0.22,1.74,1.32,0.23,0.13,0.15,0.1,0.04,0,0,3.65,9.1,0.5,0.88,0.35,0.36,3.66,0,0.76,0.15,0.33,19.3
"GN_1806_Unger,FriederikeHelene_BekenntnisseeinerschönenSeele_Novel.txt",DE_NOV,49440,28.73,25.85,64.33,0,11.74,4.85,1.01,5.86,1.19,5.43,1.91,0.03,9.89,10.51,0.46,4.69,3.19,0.4,0.74,1.5,0.14,0.27,0.58,8.49,1.8,2.06,1.32,0.28,0.56,2.66,0.16,0.13,0.02,0.01,9.34,1.61,7.87,0.36,0.55,0.52,4.05,5.41,3.56,0.57,8.71,0.93,0.11,5.33,2.44,0.99,3.94,0.77,1.37,2.42,1.22,0.58,0.33,0.11,0.21,0.6,0.97,0.71,0.29,0.82,0.6,0.14,0.01,0.04,0.06,0.01,0,0,3.53,10.64,0.16,1.35,0.19,0.07,0.13,0,0.2,0.03,0,16.33
"GN_1809_Goethe,Johann_DieWahlverwandtschaften_Novel.txt",DE_NOV,80351,21.62,30.65,55.34,0.55,9.39,1.38,0.65,2.03,1.54,6.59,1.37,0.14,8.23,8.49,0.4,4.24,2.89,0.43,0.57,1.32,0.22,0.14,0.41,6.47,1.17,1.62,1.32,0.25,0.78,1.6,0.23,0.18,0.02,0.01,10.37,1.23,8.51,0.47,0.4,0.54,3.57,4.28,3.08,0.48,7.67,0.93,0.15,5.18,1.83,0.85,3.01,0.63,0.96,1.8,1.36,0.73,0.36,0.15,0.14,0.44,0.65,0.45,0.22,0.98,0.7,0.16,0.03,0.06,0.07,0,0,0,4.16,9.61,0.5,0.95,0.21,0.27,0.29,0.22,0.3,0.56,0,17.62
"GN_1810_Arnim,Achimvon_ArmutReichtumSchuldUndBusseDerGrafinDolores_Novel.txt",DE_NOV,191972,39.45,24.12,57.18,8.12,10.8,2.2,0.34,2.54,2.1,7.29,1.28,0.06,9.44,7.77,0.4,4.4,2.65,0.57,0.57,1.75,0.26,0.26,0.51,6.29,1.31,1.52,1.02,0.21,0.47,2,0.23,0.15,0.03,0.02,11.21,1.24,9.37,0.3,0.67,0.74,3.39,4.12,3.11,0.43,6.68,0.74,0.14,5.11,1.81,0.88,2.65,0.6,0.81,1.56,1.4,0.71,0.34,0.1,0.26,0.53,1.25,0.96,0.34,1.47,1.11,0.18,0.07,0.14,0.09,0.01,0,0,2.39,8.67,0.3,1.58,0.13,0.13,0.01,0,0.05,0.32,0,13.9
"GN_1810_Fouqué,CarolinedelaMotte_DieFraudesFalkensteins_Novel.txt",DE_NOV,66451,18.52,23.68,65.58,0,11.95,2.56,0.48,3.04,2.3,7.84,1.39,0.17,9.74,9.56,0.37,5.41,3.07,0.59,0.65,2.32,0.49,0.32,0.52,7.12,1.58,1.91,0.98,0.22,0.64,2.06,0.34,0.31,0.02,0.01,12.25,1.8,10.14,0.34,0.49,0.6,4.46,5.04,3.25,0.52,8.49,1.19,0.2,6.4,2.14,1.05,3.14,0.79,0.72,1.87,1.94,0.8,0.59,0.32,0.26,0.53,1.28,0.99,0.33,1.93,1.6,0.24,0.02,0.14,0.11,0.01,0.01,0,4.32,11.21,0.19,0.58,0.44,0.69,0.29,0,0.25,0.01,0,17.99
"GN_1812_Fischer,CarolineAuguste_Margarethe_Novel.txt",DE_NOV,37928,12.27,19.9,69.88,0.02,16.99,6.93,0.54,7.47,2.58,7.8,2.36,0.34,7.26,7.45,0.37,4.92,3,0.65,0.64,1.92,0.33,0.3,0.62,8.91,1.46,2.46,2.4,0.22,0.62,2.04,0.3,0.25,0.01,0.01,13.83,2.37,10.5,0.13,0.94,1.23,4.27,4.54,5.38,0.96,6.22,0.94,0.13,5.81,2.87,0.91,2.76,0.67,0.67,1.71,1.29,0.69,0.37,0.09,0.15,0.4,1.61,1.28,0.4,1.74,1.41,0.21,0.04,0.12,0.07,0.01,0,0,4.95,9.97,0.47,0.69,1.14,2.17,1.92,0,0.63,0.01,0.01,21.97
"GN_1812_Fouqué,CarolinedelaMotte_MagiederNatur_Novel.txt",DE_NOV,41988,21.07,25.89,64.32,0.05,10.38,1.33,0.39,1.72,2.07,7.94,1.21,0.17,10.71,9.63,0.34,4.83,2.74,0.46,0.59,2.1,0.48,0.35,0.36,6.97,1.65,1.81,0.84,0.22,0.69,2.08,0.41,0.32,0.02,0.03,11.74,1.39,9.81,0.26,0.65,0.64,3.85,5.4,2.74,0.39,8.64,1.24,0.26,6.73,1.93,0.97,3.02,0.7,0.89,1.84,1.86,0.77,0.64,0.15,0.32,0.65,0.94,0.73,0.25,2.4,2.11,0.2,0.07,0.15,0.09,0.01,0,0,3.47,12.63,0.12,0.25,0.3,0.99,0.28,0,0.05,0,0,18.07
"GN_1814_Ahlefeld,Charlottevon_MarieMüller_Novel.txt",DE_NOV,42767,21.5,22.52,68.44,0.06,15.44,3.07,0.28,3.35,4.05,10.81,1.33,0.05,9.83,9.62,0.46,6.51,4.07,1.16,0.76,2.44,0.24,0.38,1.02,6.54,1.11,1.79,1.58,0.23,0.32,1.78,0.43,0.34,0.02,0.06,14.87,1.55,12.91,0.36,0.69,0.39,4.13,5.22,3.09,0.49,7.44,0.79,0.18,6.8,2.27,0.81,3.06,0.65,0.77,1.86,1.69,0.9,0.46,0.14,0.2,0.55,1.52,1.01,0.56,2.28,1.82,0.37,0.02,0.12,0.07,0.01,0,0,3.63,12.47,0.13,0.22,0.4,0.65,1.37,0,0.22,0,0,19.08
"GN_1815_Eichendorff,Josephvon_AhnungUndGegenwart_Novel.txt",DE_NOV,112384,22.77,23.32,57.11,9.36,8.43,1.67,0.29,1.96,1.33,5.81,0.83,0.04,9.28,9.04,0.31,4.39,2.8,0.3,0.44,1.59,0.29,0.2,0.39,5.87,1.5,1.5,0.77,0.16,0.48,1.73,0.28,0.22,0.01,0.01,8.44,0.94,7.39,0.18,0.28,0.43,4.46,5.66,1.94,0.36,8.69,1.65,0.32,6.18,1.84,1.09,2.52,0.62,0.6,1.57,1.65,0.73,0.47,0.12,0.33,0.37,0.88,0.72,0.2,1.49,1.26,0.1,0.06,0.15,0.08,0.02,0,0,3.94,8.52,0.26,0.18,0.15,0.35,0.12,0,0.67,0.3,0,14.76
"GN_1815_Hoffmann,E.T.A_DieElixiereDesTeufels_Novel.txt",DE_NOV,166686,25.82,22.66,56.55,10.76,9.64,4.25,0.3,4.55,1.39,4.17,0.95,0.18,10.26,8.29,0.34,4.39,2.57,0.31,0.53,1.8,0.24,0.34,0.36,5.89,1.4,1.65,0.97,0.17,0.51,1.48,0.25,0.19,0.02,0.02,7.52,1.35,5.86,0.17,0.46,0.44,3.26,4.2,3.08,0.42,7.19,1,0.15,5.57,1.92,0.83,2.57,0.52,0.69,1.69,1.71,0.67,0.37,0.18,0.51,0.51,1.54,1.29,0.32,1.37,1.09,0.15,0.06,0.1,0.1,0.01,0,0,3.56,10.19,0.44,0.34,0.29,0.71,0.13,0,0.19,0.4,0.01,16.62
"GN_1817_Arnim,Achimvon_DieKronenwachterErsterBandBertholdsErstesUndZweitesLeben_Novel.txt",DE_NOV,114775,37.47,21.31,58.13,9.42,9.75,1.48,0.34,1.82,1.69,7.31,1.25,0.02,10.28,8.3,0.37,4.08,2.42,0.37,0.55,1.65,0.28,0.29,0.4,6.01,1.37,1.53,1.31,0.2,0.41,1.39,0.2,0.14,0.01,0.01,11.05,1.42,8.77,0.17,0.75,0.83,3.66,5.03,2.77,0.43,7.03,0.83,0.21,5.39,2.15,0.98,2.96,0.66,1.05,1.7,1.24,0.7,0.28,0.08,0.2,0.59,1.11,0.85,0.31,1.44,1.13,0.11,0.08,0.15,0.08,0.01,0,0,2.44,9.91,0.24,0.23,0.12,0.11,0.01,0,0.01,0.29,0,13.66
"GN_1820_Ahlefeld,Charlottevon_Erna_Novel.txt",DE_NOV,55932,33.19,27.35,64.24,0.12,12.01,1.13,0.2,1.33,2.62,10.24,1.29,0.09,10.85,10.73,0.33,5.81,3.42,0.59,0.72,2.36,0.35,0.43,0.6,6.14,1.41,1.43,1.01,0.34,0.58,1.6,0.31,0.23,0.05,0.02,13.2,1.23,11.43,0.31,0.43,0.4,4.26,4,2.14,0.35,8.69,0.91,0.14,6.3,2.44,0.77,3.07,0.54,0.96,1.88,1.9,0.98,0.56,0.15,0.22,0.49,1.44,1.16,0.33,1.7,1.4,0.17,0.04,0.08,0.16,0.02,0,0,2.71,11.93,0.08,0.06,0.17,0.15,0.94,0,0.28,0.01,0.02,16.35
"GN_1820_Hoffmann,E.T.A_LebensAnsichtenDesKatersMurr_Novel.txt",DE_NOV,154219,26.81,22.56,55.95,10.77,9.38,3.62,0.27,3.89,1.53,4.49,1.24,0.17,10.14,7.83,0.31,4.58,2.77,0.4,0.56,1.8,0.24,0.31,0.41,5.77,1.22,1.42,1.06,0.16,0.58,1.57,0.31,0.22,0.05,0.02,8.14,1.57,6.19,0.26,0.38,0.52,3.34,3.97,3.1,0.36,6.66,0.95,0.17,5.18,2.03,0.77,3.05,0.76,1.01,1.61,1.44,0.6,0.34,0.15,0.36,0.43,1.12,0.85,0.32,1.75,1.44,0.22,0.09,0.12,0.06,0.02,0,0,2.61,10.44,0.24,0.11,0.31,0.9,0.08,0,0.25,0.34,0,15.62
"GN_1821_Schopenhauer,Johanna_Gabriele_Novel.txt",DE_NOV,153601,27.68,26.99,64.59,0,11.89,2.18,0.31,2.49,2.49,8.76,1.42,0.09,8.47,10.96,0.44,5.38,3.2,0.65,0.67,2.15,0.43,0.3,0.58,6.85,1.24,1.58,1.09,0.25,0.7,2.3,0.27,0.23,0.03,0.01,13.17,1.93,10.55,0.49,0.77,0.56,5.15,5.17,2.6,0.48,9.09,1.08,0.17,6.06,2.16,0.97,3.25,0.76,0.92,1.87,1.83,0.94,0.49,0.18,0.25,0.58,1.22,0.9,0.36,1.64,1.32,0.23,0.01,0.11,0.08,0,0,0,3.32,10.67,0.05,0.52,0.28,0.43,0.2,0,0.08,0,0,15.51
