filenames,corpus,WC,WPS,Sixltr,Dic,Numerals,Pronoun,I,We,Self,You,Other,Negate,Assent,Article,Preps,Number,Affect,Posemo,Posfeel,Optim,Negemo,Anx,Anger,Sad,Cogmech,Cause,Insight,Discrep,Inhib,Tentat,Certain,Senses,See,Hear,Feel,Social,Comm,Othref,Friends,Family,Humans,Time,Past,Present,Future,Space,Up,Down,Incl,Excl,Motion,Occup,School,Job,Achieve,Leisure,Home,Sports,TV,Music,Money,Metaph,Relig,Death,Physcal,Body,Sexual,Eating,Sleep,Groom,Swear,Nonfl,Fillers,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
"GN_1857_Stifter,Adalbert_DerNachsommer_Novel.txt",DE_NOV,248800,25.72,23.18,66.9,0.01,11.38,4.5,1.16,5.66,1.43,5.15,1.33,0.09,11.24,10.34,0.34,3.14,2.5,0.32,0.54,0.63,0.07,0.09,0.17,7.73,1.92,2.14,1.08,0.18,1.03,1.6,0.17,0.12,0.02,0,9.61,1.54,7.28,0.46,0.75,0.49,4.21,6.55,3.05,0.6,9.52,1.15,0.18,7.7,2.26,1.45,3.99,0.92,1.57,2.41,1.57,0.98,0.26,0.18,0.17,0.52,0.54,0.44,0.11,0.74,0.52,0.09,0.04,0.04,0.11,0,0,0,4.13,10.47,0.11,0.23,0.09,0.01,0.09,0,0,0,0.34,15.49
"GN_1861_Spielhagen,Friedrich_ProblematischeNaturen1_Novel.txt",DE_NOV,134073,18.45,22.12,66.57,0.01,11.17,2.87,0.44,3.31,1.66,6.77,1.69,0.28,11.17,9.48,0.52,4.27,2.81,0.5,0.57,1.44,0.21,0.2,0.43,6.75,1.5,1.7,1.43,0.2,0.74,1.48,0.39,0.31,0.03,0.01,12.05,1.96,8.63,0.41,0.83,1.1,4.5,5.37,3.73,0.49,8.33,1.29,0.14,5.85,2.1,0.93,2.96,0.86,0.86,1.63,1.37,0.65,0.38,0.11,0.24,0.99,1.12,0.86,0.28,1.85,1.46,0.23,0.08,0.14,0.08,0.04,0.02,0,3.89,10.67,0.3,0.98,0.88,0.69,0.93,0,0.38,0.02,0,18.7
"GN_1861_Spielhagen,Friedrich_ProblematischeNaturen2_Novel.txt",DE_NOV,125624,18.91,23.28,65.89,0.02,10.86,2.74,0.4,3.13,1.84,6.65,1.58,0.17,11.44,9.93,0.51,4.33,2.72,0.43,0.59,1.6,0.27,0.26,0.4,6.26,1.34,1.59,1.33,0.23,0.6,1.44,0.43,0.32,0.05,0.02,11.74,1.92,8.47,0.37,0.84,1.09,4.41,5.46,3.45,0.42,8.52,1.19,0.15,6.29,1.88,0.93,2.91,0.84,0.92,1.57,1.42,0.72,0.33,0.14,0.24,0.69,1.06,0.79,0.3,1.99,1.68,0.17,0.1,0.1,0.08,0.03,0.02,0,3.83,10.15,0.32,0.92,0.73,0.74,0.75,0,0.36,0.02,0,17.8
"GN_1864_Lewald,Fanny_VonGeschlechtzuGeschlecht_Novel.txt",DE_NOV,456808,26.62,24.22,67.4,0.03,12.77,1.68,0.32,2.01,2.17,9.95,1.64,0.12,10.84,10.22,0.31,4.34,2.7,0.47,0.68,1.63,0.26,0.23,0.46,6.9,1.48,1.9,1.2,0.69,0.48,1.46,0.25,0.2,0.03,0.01,14.43,1.7,11.46,0.32,1.01,0.73,4.18,6,2.64,0.44,8.46,1.06,0.15,6.82,2,0.93,3.63,0.74,1.55,1.84,1.55,0.9,0.37,0.14,0.16,0.82,1.08,0.87,0.25,1.34,1.13,0.15,0.03,0.05,0.05,0.01,0,0,2.95,10.72,0.23,0.44,0.33,0.63,0.32,0,0.26,0,0,15.84
"GN_1864_Raabe,Wilhelm_DerHungerpastor_Novel.txt",DE_NOV,143098,26.1,24.14,63.99,0.01,8.6,1.04,0.4,1.44,1.31,6.41,1.46,0.07,12.17,9.48,0.54,3.9,2.19,0.26,0.44,1.69,0.36,0.23,0.45,5.81,1.17,1.19,1.19,0.21,0.62,1.62,0.28,0.21,0.03,0.01,10.55,1.29,8.01,0.24,0.88,0.92,4.03,5.75,2.59,0.39,8.1,1.22,0.22,7.42,2.01,1.03,3.11,0.9,1.03,1.68,1.52,0.89,0.34,0.11,0.19,0.59,1.23,0.93,0.34,1.95,1.61,0.11,0.18,0.15,0.06,0.02,0,0,3.39,8.56,0.28,0.94,0.28,0.67,0.78,0,0.21,0,0.32,15.4
"GN_1866_Marlitt,Eugenie_Goldelse_Novel.txt",DE_NOV,100011,31.29,26.37,63.83,0.04,9.94,1.72,0.24,1.96,2.19,7.14,1.35,0.21,11.21,9.61,0.47,4.1,2.28,0.31,0.51,1.81,0.35,0.31,0.44,6.18,1.27,1.65,1.21,0.28,0.55,1.46,0.49,0.41,0.03,0.01,11,1.4,8.6,0.14,0.75,0.79,4.03,5.7,2.94,0.42,8.46,1.38,0.27,6.08,2.06,1.01,2.91,0.87,0.82,1.56,1.61,0.81,0.4,0.14,0.27,0.73,1.08,0.83,0.28,2.29,1.97,0.14,0.09,0.08,0.15,0.01,0,0,5.93,9.4,0.07,0.65,0.41,0.43,0.38,0,0.08,0,0,17.36
"GN_1867_Marlitt,Eugenie_DasGeheimnisderaltenMamsell_Novel.txt",DE_NOV,89017,30.11,27.06,64.91,0.07,9.98,1.69,0.21,1.91,2.29,6.96,1.32,0.21,11.64,8.77,0.4,4.59,2.32,0.26,0.55,2.26,0.39,0.43,0.53,6.07,1.35,1.62,1.15,0.32,0.52,1.34,0.5,0.43,0.03,0.01,11.34,1.42,8.61,0.11,1.09,1.04,3.77,6.01,2.81,0.41,7.72,1.31,0.28,6.4,2.04,0.95,3.42,1.22,1.03,1.64,1.7,0.88,0.37,0.19,0.28,0.74,1.22,0.87,0.42,2.47,2.22,0.13,0.1,0.1,0.11,0.02,0,0,5.49,8.63,0.12,0.67,0.43,0.93,1.29,0,0.19,0,0,17.75
"GN_1867_Raabe,Wilhelm_AbuTelfan_Novel.txt",DE_NOV,117102,31.49,24.52,64.41,0,9.43,2.39,0.8,3.19,1.28,5.45,1.41,0.12,11.55,9.67,0.5,3.94,2.37,0.25,0.54,1.56,0.23,0.34,0.43,6.03,1.17,1.26,1.14,0.27,0.67,1.7,0.26,0.2,0.03,0.01,10.48,1.51,7.53,0.26,1.22,1.13,4.06,4.2,3.39,0.46,8.44,1.15,0.23,7.82,2.1,0.92,3.19,0.87,0.87,1.78,1.39,0.82,0.3,0.1,0.17,0.56,1.01,0.77,0.27,1.73,1.34,0.24,0.07,0.13,0.06,0.18,0,0.01,2.71,9.15,0.48,0.85,0.44,0.82,0.72,0,0.12,0,0.31,15.5
"GN_1869_Spielhagen,Friedrich_HammerundAmboß_Novel.txt",DE_NOV,205077,28.77,22.13,66.33,0.04,12.19,5.2,0.53,5.73,1.11,5.73,1.66,0.24,11.12,9.53,0.57,3.89,2.4,0.28,0.56,1.48,0.23,0.22,0.35,6.58,1.32,1.78,1.36,0.24,0.71,1.47,0.35,0.28,0.03,0.02,10.1,1.94,7.31,0.34,0.66,0.75,4.57,6.09,3.25,0.41,8.31,1.28,0.16,6.31,2.15,0.89,2.99,0.68,1.02,1.76,1.31,0.6,0.38,0.15,0.18,0.56,0.9,0.7,0.22,1.88,1.61,0.16,0.08,0.1,0.07,0.03,0,0,3.04,10.84,0.31,1.06,0.52,0.77,0.87,0,0.17,0.01,0,17.51
"GN_1870_Raabe,Wilhelm_DerSchüdderump_Novel.txt",DE_NOV,116703,29.62,23.57,64.27,0.01,9.07,2.07,0.58,2.65,1.54,5.33,1.46,0.13,11.25,9.91,0.45,4.21,2.7,0.33,0.67,1.5,0.28,0.18,0.39,6.22,1.26,1.28,1.13,0.29,0.65,2.04,0.27,0.19,0.05,0.01,9.78,1.37,7.56,0.24,0.61,1.13,4.23,4.88,3.36,0.44,8.49,1.32,0.24,8.05,2.08,0.98,2.86,0.69,0.81,1.68,1.26,0.73,0.31,0.09,0.15,0.48,1.27,1.04,0.25,1.6,1.34,0.11,0.09,0.12,0.06,0.06,0.01,0.01,2.91,8.6,0.31,0.85,0.38,0.89,0.85,0,0.14,0.01,0.31,15.14
"GN_1871_François,Louisevon_DieletzteReckenburgerin_Novel.txt",DE_NOV,92241,21.9,27.75,64.33,0.06,10.15,3.37,0.59,3.95,1.44,5.69,1.47,0.15,12.63,9.51,0.54,4.06,2.43,0.29,0.62,1.62,0.3,0.29,0.43,6,1.37,1.62,1.21,0.34,0.65,1.04,0.25,0.19,0.04,0.01,9.93,1.47,7.14,0.36,1.05,0.87,4.55,5.15,2.52,0.47,7.79,1.12,0.27,6.17,2.3,0.87,3.53,0.91,1.05,1.99,1.6,0.92,0.34,0.13,0.23,0.69,1.05,0.77,0.33,1.88,1.6,0.11,0.06,0.17,0.1,0.01,0,0,4.23,9.21,0.37,0.63,0.51,0.5,0.75,0,0.01,0.01,0,16.17
"GN_1875_Otto,Louise_AnNürnberg_Novel.txt",DE_NOV,155491,36.52,22.15,62.07,0.03,10.78,1.5,0.31,1.81,2.4,8.22,1.52,0.13,9.85,9.81,0.42,3.87,2.37,0.25,0.6,1.49,0.2,0.37,0.32,6.3,1.54,1.37,1.32,0.29,0.7,1.27,0.22,0.15,0.04,0.01,12.07,1.67,9.66,0.19,0.81,0.55,4.1,5.46,2.45,0.43,8.45,1.01,0.18,6.75,2.54,0.81,3.25,0.66,1.33,1.88,1.25,0.62,0.38,0.09,0.18,0.59,1.15,0.93,0.24,1.03,0.85,0.08,0.05,0.06,0.08,0.01,0,0,2.73,8.48,0.5,0.55,0.37,0.56,3.94,0,0.55,0.01,0.51,18.19
"GN_1876_EbnerEschenbach,Maria_Bozena_Novel.txt",DE_NOV,62841,20.35,25.09,64.51,0.04,11.28,1.24,0.14,1.39,2.46,9.09,1.43,0.11,10.93,9.53,0.4,4.49,2.61,0.39,0.6,1.87,0.33,0.35,0.44,5.45,1.08,1.56,0.98,0.32,0.52,1.26,0.36,0.27,0.04,0.03,13.79,1.97,10.33,0.25,1.14,0.97,3.72,5.99,2.85,0.39,7.83,1.28,0.18,6.14,1.74,1.02,3.18,0.88,0.92,1.79,1.54,0.75,0.47,0.09,0.26,0.77,0.98,0.73,0.28,1.86,1.62,0.17,0.07,0.11,0.06,0.01,0,0,5.96,9.17,0.92,0.31,0.72,1.11,1.24,0,0.18,0.01,0.28,19.89
"GN_1877_François,Louisevon_StufenjahreeinesGlücklichen_Novel.txt",DE_NOV,163970,24.26,26.83,64.33,0.01,9.29,1.18,0.22,1.4,1.7,7.07,1.59,0.22,12.28,9.55,0.57,4.12,2.56,0.42,0.46,1.54,0.22,0.26,0.42,5.88,1.6,1.29,1.4,0.3,0.58,0.93,0.25,0.19,0.05,0,11.71,1.22,8.46,0.37,1.45,0.87,4.18,4.94,2.7,0.53,7.91,1.14,0.24,6.02,2.59,0.84,3.32,0.99,1.11,1.7,1.49,0.83,0.32,0.13,0.22,0.75,1.47,1.19,0.34,1.91,1.57,0.19,0.08,0.09,0.12,0.02,0,0,3.64,9.29,0.32,0.83,0.52,0.66,0.55,0,0.01,0,0,15.82
"GN_1880_Spyri,Johanna_HeidesLehrundWanderjahre_Novel.txt",DE_NOV,51298,32.14,18.43,64.27,0,9.47,1.2,0.23,1.43,1.6,6.76,1.74,0.19,9.64,8.11,0.39,2.77,1.82,0.27,0.36,0.94,0.27,0.12,0.23,7.59,1.34,1.76,1.61,0.11,0.61,2.5,0.3,0.19,0.02,0.02,11.29,1.64,8.93,0.22,0.29,1.07,5.68,6.54,3.17,0.44,8.06,1.78,0.33,7.58,2.1,1.34,2.63,0.68,0.64,1.59,1.13,0.77,0.19,0.05,0.12,0.3,0.68,0.57,0.11,1.32,1.01,0.07,0.16,0.2,0.05,0,0,0,3.11,9.55,0.56,0.88,0.67,0.69,0.43,0,0.47,0,0,16.25
"GN_1881_Spyri,Johanna_Heidekannbrauchen_Novel.txt",DE_NOV,37403,25.15,16.72,65.16,0.01,9.4,1.07,0.34,1.41,1.55,6.9,1.47,0.27,11.36,8.16,0.39,3.25,2.42,0.45,0.44,0.82,0.25,0.15,0.17,7.92,1.55,1.98,1.71,0.07,0.49,2.64,0.28,0.2,0.02,0,10.83,1.3,9.09,0.24,0.2,0.78,5.97,6.85,2.71,0.41,8.4,1.97,0.3,6.78,2.32,1.34,2.6,0.51,0.75,1.71,0.88,0.52,0.16,0.08,0.15,0.28,0.51,0.44,0.07,1.45,1.1,0.14,0.13,0.2,0.06,0.01,0,0,3.87,8.84,0.46,0.66,0.39,0.58,0.26,0,0.31,0,0,15.32
"GN_1884_Anzengruber,Ludwig_Sternsteinhof_Novel.txt",DE_NOV,86070,27.63,18.79,56.72,0,9.71,2.02,0.2,2.22,2.17,5.85,1.23,0.26,9.83,8.29,0.38,3.09,1.75,0.15,0.38,1.33,0.21,0.22,0.3,5.31,1.48,1.09,1.22,0.22,0.51,0.97,0.31,0.27,0.03,0,9.7,1,8.01,0.18,0.39,0.59,3.92,4.23,2.35,0.34,7.48,1.09,0.33,5.83,2.56,0.82,2.97,0.8,0.88,1.67,1.11,0.56,0.27,0.13,0.15,0.58,0.96,0.75,0.23,1.74,1.53,0.09,0.06,0.11,0.09,0.06,0,0,3.61,10.64,0.25,0.53,0.78,1.02,2.79,0,2.14,0,0.31,22.05
"GN_1885_Marlitt,Eugenie_DieFraumitdenKarfunkelsteinen_Novel.txt",DE_NOV,95853,22.86,24.86,64.91,0.06,9.32,1.48,0.27,1.75,2.18,6.22,1.52,0.34,11.7,8.72,0.33,3.81,1.99,0.24,0.46,1.8,0.33,0.31,0.32,5.93,1.47,1.37,1.25,0.25,0.38,1.39,0.37,0.28,0.05,0.01,11.3,1.36,8.17,0.13,1.45,1.11,4.08,5.89,3.19,0.44,7.96,1.26,0.26,6.99,2.01,1.16,3.04,1.03,1.03,1.52,1.72,1.1,0.27,0.16,0.2,0.56,0.82,0.59,0.3,2.36,2.02,0.13,0.1,0.08,0.24,0.03,0,0,4.67,8.19,0.06,0.67,0.56,1.39,1.5,0,0.3,0,0,17.31
"GN_1886_Fontane,Theodor_Cecile_Novel.txt",DE_NOV,55584,18.6,24.01,62.75,0.04,9.07,2.28,0.48,2.76,1.13,5.63,1.58,0.13,10.25,9.45,0.63,3.81,2.46,0.34,0.51,1.33,0.18,0.2,0.34,6.97,1.13,1.66,1.76,0.28,0.95,1.45,0.24,0.19,0.02,0.01,9.47,1.6,7.26,0.28,0.54,0.83,4.69,5.4,3.54,0.36,8.32,1.15,0.25,7.43,2.87,0.97,3.02,0.66,0.92,1.88,1.18,0.6,0.31,0.12,0.16,0.4,0.88,0.69,0.21,1.07,0.85,0.12,0.06,0.04,0.05,0.01,0,0,6.45,10.79,0.4,0.22,0.63,0.16,0.63,0,0.17,0.09,0.32,19.73
"GN_1887_EbnerEschenbach,Maria_DasGemeindeKind_Novel.txt",DE_NOV,63936,22.26,22.55,64.8,0.03,11.28,1.33,0.11,1.44,1.96,8.54,1.58,0.14,11.49,9,0.47,4.1,2.16,0.3,0.55,1.91,0.3,0.4,0.41,5.42,1.21,1.4,1.17,0.25,0.49,1.13,0.33,0.21,0.05,0.03,12.96,1.72,10.14,0.21,0.67,0.75,3.87,6.39,2.79,0.45,7.6,1.26,0.17,6.27,1.82,1.07,3.37,1.01,0.96,1.8,1.13,0.52,0.3,0.11,0.22,0.74,1.08,0.81,0.29,1.82,1.55,0.16,0.13,0.1,0.06,0.06,0,0,5.84,10.11,0.83,0.71,0.89,0.7,0.71,0,0.36,0.01,0.3,20.45
"GN_1887_Fontane,Theodor_Irrungen,Wirrungen_Novel.txt",DE_NOV,51612,18.73,19.95,63.15,0.04,9.79,2.36,0.51,2.86,1.55,5.8,1.72,0.36,8.84,7.91,0.67,3.4,2.33,0.42,0.54,1.06,0.19,0.13,0.27,7.49,1.36,1.4,2.07,0.23,0.91,1.71,0.2,0.15,0.01,0.02,10.25,1.54,7.87,0.27,0.88,0.92,4.78,5.63,3.97,0.34,7.2,1.14,0.16,8.03,2.97,0.96,2.82,0.62,0.8,1.74,0.99,0.52,0.25,0.1,0.13,0.56,0.7,0.53,0.22,1.17,0.88,0.15,0.09,0.07,0.1,0.03,0,0.01,6.95,10.72,0.45,0.26,0.7,0.1,0.28,0,0.38,0.07,0.3,20.21
"GN_1889_Boy-Ed,Ida_Fanny Förster_Novel.txt",DE_NOV,55419,20.41,25.05,63.46,0.03,10.48,1.48,0.33,1.81,2.32,7.78,1.31,0.14,10.5,9.56,0.53,4.53,2.65,0.63,0.47,1.85,0.43,0.27,0.51,6.59,1.22,1.78,1.19,0.31,0.68,1.62,0.38,0.3,0.04,0.03,12.35,1.87,9.49,0.21,0.86,0.97,3.89,5.93,2.81,0.38,8.06,1.15,0.17,5.97,1.98,1.05,3.13,1,0.92,1.64,1.55,0.76,0.41,0.12,0.26,0.55,1.09,0.84,0.26,2.08,1.76,0.22,0.06,0.12,0.08,0.01,0,0.01,5.15,9.97,0.3,0.53,0.56,0.51,0.66,0,0.07,0,0,17.73
"GN_1889_Suttner,Bertha_DieWaffennieder!_Novel.txt",DE_NOV,76596,21.25,27.31,61.64,0.24,10.38,4.4,1.07,5.48,1.27,3.82,1.75,0.27,9.94,8.15,0.63,4.88,2.92,0.44,0.7,1.93,0.25,0.46,0.57,6.65,1.44,1.72,1.33,0.31,0.62,1.45,0.18,0.12,0.03,0.02,9.16,1.85,6.43,0.24,1.03,0.69,4.21,4.43,3.87,0.71,7.19,0.91,0.18,5.36,2.27,0.93,3.21,0.79,0.99,1.85,1.06,0.5,0.32,0.11,0.16,0.58,1.03,0.65,0.45,1.34,1.06,0.18,0.03,0.11,0.02,0.01,0,0,6.72,7.91,0.77,0.48,0.88,0.47,3.14,0,0.16,0.07,0.03,20.57
"GN_1890_Bahr,Hermann_DieguteSchule_Novel.txt",DE_NOV,52634,18.8,22.98,64.12,0.02,11.39,0.14,0.02,0.17,0.82,10.65,2.6,0.48,8.73,7.99,0.55,5.29,2.86,0.65,0.64,2.42,0.4,0.38,0.71,8.58,2.21,1.12,1.81,0.35,0.56,2.78,0.21,0.11,0.03,0.02,12.27,0.74,11.88,0.13,0.18,0.21,4.76,5.39,1.61,0.27,6.81,0.87,0.24,7.74,2.36,0.59,3.08,0.61,1.01,1.92,1.16,0.52,0.32,0.1,0.23,0.5,1.02,0.73,0.32,1.77,1.23,0.28,0.15,0.15,0.11,0.08,0,0,5.22,12.51,0.3,0.39,0.2,0.38,0.85,0,0.25,0,0,20.05
"GN_1891_Fontane,Theodor_Unwiederbringlich_Novel.txt",DE_NOV,81431,24.53,23.1,63.5,0.04,9.23,2.12,0.43,2.55,1.49,5.65,1.66,0.17,10.13,8.82,0.6,3.78,2.58,0.49,0.58,1.2,0.19,0.14,0.35,7.89,1.39,1.56,1.93,0.33,1.1,1.88,0.21,0.16,0.02,0.01,9.57,1.57,7.72,0.21,0.56,0.51,4.86,5.01,3.94,0.41,7.8,1.05,0.23,7.45,2.85,0.94,3.11,0.63,0.97,1.94,1.14,0.53,0.35,0.1,0.16,0.31,1.06,0.89,0.19,1.08,0.78,0.21,0.05,0.05,0.04,0,0,0.01,5.04,11.27,0.26,0.44,0.33,0.08,0.49,0,0.16,0.06,0.31,18.36
"GN_1892_Christen,Ada_JungferMutter_Novel.txt",DE_NOV,39314,26.67,19.97,65.59,0,11.23,1.33,0.14,1.47,2.37,8.36,1.45,0.25,11.91,8.48,0.47,3.1,1.55,0.16,0.32,1.53,0.28,0.19,0.4,6.25,1.66,1.13,1.36,0.24,0.44,1.6,0.37,0.28,0.03,0.01,12.91,1.1,10.44,0.24,1.05,1.39,4.62,5.39,2.95,0.37,7.44,1.31,0.22,6.42,2.64,0.9,2.85,0.77,0.79,1.72,1.52,0.86,0.26,0.16,0.25,0.5,0.69,0.48,0.24,2.53,2.16,0.1,0.12,0.22,0.17,0.06,0,0,5.49,10.37,0.28,0.22,0.9,0.86,0.96,0,0.51,0,0.34,19.87
"GN_1892_Fontane,Theodor_FrauJennyTreibel_Novel.txt",DE_NOV,59393,22.56,23.99,62.69,0.01,9.78,2.64,0.51,3.16,1.83,5.21,1.78,0.3,9.43,7.9,0.58,4.22,2.86,0.43,0.63,1.35,0.16,0.25,0.34,8.01,1.42,1.49,1.94,0.28,1.09,2.03,0.22,0.13,0.04,0.01,10.18,1.78,7.65,0.33,0.78,0.62,4.16,4.05,4.68,0.46,6.78,0.98,0.16,7.04,2.61,0.77,3.37,0.78,1.09,1.89,1.19,0.51,0.21,0.29,0.18,0.41,0.72,0.58,0.16,1.11,0.81,0.17,0.09,0.05,0.06,0.12,0,0.01,6.12,11.49,0.32,0.46,0.54,0.09,0.56,0,0.2,0.07,0.32,20.13
"GN_1895_Fontane,Theodor_EffieBriest_Novel.txt",DE_NOV,95535,20.55,20.85,64.43,0.03,10.31,2.75,0.55,3.3,1.8,5.75,1.86,0.35,8.99,8.13,0.67,3.67,2.39,0.42,0.5,1.26,0.21,0.14,0.29,7.94,1.42,1.47,2.01,0.24,1.04,1.98,0.2,0.14,0.02,0.01,10.59,1.64,8.09,0.23,0.98,0.9,4.83,5.05,4.68,0.46,7.45,1.08,0.14,7.34,3.03,0.99,2.84,0.62,0.85,1.75,1.1,0.62,0.29,0.08,0.14,0.37,0.78,0.62,0.18,1.03,0.73,0.16,0.06,0.09,0.07,0.02,0,0,6.67,10.79,0.33,0.63,0.58,0.1,0.52,0,0.27,0.08,0.31,20.26
"GN_1896_Janitschek,Maria_Ninive_Novel.txt",DE_NOV,45369,12.08,23.43,64.48,0.09,13.66,1.95,0.34,2.29,2.98,9.9,1.69,0.31,8.8,8.25,0.48,4.53,2.85,0.44,0.53,1.66,0.26,0.21,0.48,6.27,1.12,1.62,1.41,0.17,0.74,1.43,0.49,0.35,0.04,0.02,15.03,1.79,12.06,0.4,0.71,1.16,3.74,5.81,3.48,0.35,7.41,1.1,0.19,5.19,2.08,1.02,3.5,1.14,1.23,1.7,1.42,0.86,0.26,0.13,0.16,0.68,1.14,0.92,0.23,2.16,1.73,0.18,0.17,0.15,0.16,0.05,0.01,0,8.13,8.49,0.27,0.46,1.24,0.24,0.58,0,0.03,0.01,0,19.45
"GN_1897_Bierbaum,Otto_Stilpe_Novel.txt",DE_NOV,59444,11.61,23.81,62.19,0.08,10.51,2.69,0.37,3.07,1.54,6.15,1.87,0.41,10.17,7.66,0.6,3.8,2.39,0.33,0.46,1.4,0.18,0.25,0.37,7.66,1.74,1.43,1.91,0.28,0.68,1.79,0.28,0.13,0.04,0,10.16,1.51,8.29,0.21,0.29,0.5,3.55,4.76,4.28,0.57,6.62,0.91,0.18,5.89,2.68,0.77,3.25,0.94,1,1.77,1.23,0.48,0.32,0.21,0.23,0.57,0.95,0.78,0.18,1.4,0.89,0.19,0.28,0.1,0.12,0.07,0.03,0.01,7.02,9.15,1.1,0.17,0.98,2.43,1.67,0,0.07,0.15,0.66,23.4
"GN_1897_Dohm,Hedwig_SibillaDalmar_Novel.txt",DE_NOV,80394,13.37,23.76,64.83,0.19,12.11,4.74,0.66,5.4,1.49,5.82,2.03,0.31,10.05,8.65,0.46,4.71,2.94,0.59,0.56,1.74,0.23,0.25,0.51,7.18,1.46,1.58,1.32,0.21,1.02,1.82,0.35,0.23,0.03,0.03,10.35,1.46,7.84,0.32,1.02,0.87,4.06,3.98,4.27,0.44,7.26,0.99,0.17,6.24,2.22,0.81,2.91,0.74,0.9,1.68,1.36,0.6,0.29,0.15,0.34,0.49,1.23,0.91,0.36,1.95,1.52,0.25,0.15,0.1,0.13,0.06,0,0,6.91,10.27,0.4,0.14,0.67,0.55,1.1,0,0.18,0.12,0,20.38
"GN_1897_Janitschek,Maria_Die Amazonenschlacht_Novel.txt",DE_NOV,17833,13.29,25.05,63.14,0.14,11.3,2,0.56,2.56,2.38,8.11,1.81,0.34,9.62,8.24,0.58,4.1,2.68,0.31,0.57,1.4,0.24,0.16,0.41,6.73,1.07,1.76,1.49,0.36,0.82,1.33,0.4,0.26,0.04,0.01,12.89,1.55,9.68,0.34,1.33,1.72,4,5.69,3.15,0.5,7.54,0.94,0.27,4.58,2.29,1.03,3.64,0.95,1.32,1.81,1.64,1.07,0.24,0.2,0.15,0.79,0.76,0.61,0.16,1.68,1.27,0.1,0.18,0.24,0.1,0.02,0.01,0,7.89,7.82,0.28,0.29,1.24,0.38,0.64,0,0.08,0.01,0,18.63
"GN_1897_Scheerbart,Paul_Tarub,BagdadsKöchin_Novel.txt",DE_NOV,51709,15.31,24.34,59.34,0.02,6.87,0.96,0.37,1.33,1.4,4.54,1.55,0.21,12.51,7.96,0.48,3.86,2.34,0.33,0.44,1.48,0.29,0.22,0.4,6.76,1.31,1.23,1.3,0.14,0.52,2.43,0.62,0.22,0.07,0.06,7.82,1.06,6.41,0.41,0.16,0.42,3.85,2.05,5.44,0.77,7.09,1.25,0.22,6.41,1.92,0.82,2.67,0.75,0.7,1.51,1.28,0.54,0.34,0.13,0.31,0.63,1.02,0.7,0.37,2.42,1.73,0.22,0.58,0.09,0.17,0.04,0,0,6.39,5.2,0.37,0.16,0.38,0.91,5.66,0,0.01,0,0.39,19.44
"GN_1898_Spielhagen,Friedrich_Faustulus_Novel.txt",DE_NOV,68267,17.43,22.58,64.49,0,10.81,1.57,0.31,1.88,1.57,8.15,1.94,0.25,11.07,9.14,0.59,4.03,2.51,0.44,0.59,1.51,0.23,0.22,0.33,6.29,1.31,1.51,1.39,0.25,0.68,1.43,0.29,0.22,0.02,0.02,12.86,1.54,9.49,0.37,1.05,1.46,4.63,5.43,3.32,0.45,8.02,1.12,0.16,5.36,2.11,0.93,3.14,0.81,1.08,1.66,1.33,0.58,0.43,0.2,0.14,0.47,0.97,0.79,0.21,1.82,1.47,0.2,0.09,0.11,0.1,0.04,0,0.01,5.28,8.6,0.61,0.78,0.86,1.14,0.98,0,0.14,0.01,0.25,18.6
"GN_1900_Duncker,Dora_Großstadt_Novel.txt",DE_NOV,71785,17.16,23.18,65.07,0.02,11.47,1.18,0.24,1.42,2.62,8.99,1.94,0.33,9.03,9.61,0.64,4.1,2.51,0.42,0.55,1.58,0.26,0.22,0.46,7.12,1.31,1.72,1.57,0.34,0.65,1.71,0.33,0.23,0.03,0.01,12.97,1.23,10.58,0.32,0.94,0.85,5.07,6.66,2.77,0.45,8.09,1.19,0.19,5.3,2.22,0.96,3.49,0.74,1.32,2.03,1.42,0.78,0.33,0.16,0.15,0.77,0.68,0.49,0.23,1.83,1.47,0.17,0.14,0.08,0.12,0.03,0.01,0,5.54,8.87,0.18,0.04,0.52,0.47,0.78,0,0.42,0,0.28,17.07
