Filename,corpus,WC,WPS,Sixltr,Dic,Numerals,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
"2013_Gillmor,Don_MountPleasant_CT.txt",Cont_3P,54943,54943,18.35,78.76,0,50.66,11.35,7.12,0.13,0.05,0.35,5.28,1.31,4.23,9.33,10.59,6.23,7.92,1.39,0.65,2.86,13.05,5.68,0.43,1.89,1.52,0.09,10.44,0.63,0.17,0.8,3.71,1.94,1.73,0.36,0.53,0.51,12.59,1.49,0.82,1.42,1.85,0.76,0.62,5.24,1.29,3.21,1.39,0.5,1.1,3.05,1.44,0.56,0.29,0.86,15.44,2.76,7.69,5.04,1.53,0.99,1.35,1.06,1.39,0.27,0.31,0.01,0.04,0.28,6.87,6.08,0.14,0.16,0.34,0.02,0.64,0,1.61,0.13,0.14,16.26
"2013_Grady,Wayne_EmancipationDay_CT.txt",Cont_3P,62142,62142,13.42,81.06,0,54.98,14.06,10.14,0.15,0.04,0.19,8.14,1.62,3.91,8.33,11.41,6.15,7.7,2.1,0.69,4.03,14.26,6.82,0.74,1.77,1.11,0.09,13.65,0.83,0.08,0.84,2.92,1.5,1.4,0.3,0.5,0.34,13.85,1.51,0.75,1.51,2.01,0.98,0.56,5.31,2.15,4.01,2,0.75,1.02,2.98,1.63,0.44,0.15,0.81,16.45,2.62,8.69,5.29,0.85,0.82,1.36,1.25,0.44,0.26,0.19,0.07,0.06,0.41,6.69,6.4,0.08,0.06,0.35,0.02,0.42,0,2.4,0,0.01,16.44
"2013_Grisham,John_SycamoreRow_CT.txt",Cont_3P,101573,101573,17.04,80.17,0,53.23,9.63,6.78,0.15,0.02,0.11,5.22,1.29,2.85,9.09,10.56,6.6,7.82,1.17,0.8,3.62,13.94,7.36,1.36,2.39,1.71,0.04,10.29,0.55,0.11,0.7,4,1.96,1.99,0.47,0.57,0.5,15.12,1.51,0.88,1.39,2.04,1.33,0.69,6.01,2.03,2.37,1.13,0.48,0.64,2.22,0.91,0.55,0.07,0.71,15.79,2.27,7.62,5.74,2.12,1.16,1.02,1,0.83,0.19,0.32,0.05,0.08,0.09,6.97,7.02,0.18,0.2,0.14,0.01,0.45,0,0.94,0.01,0.1,16.04
"2013_Ireland,Ann_TheBlueGuitar_CT.txt",Cont_3P,59457,59457,17.2,76.16,0,48.11,11.5,8.13,0.04,0.05,0.17,7.01,0.86,3.36,9.27,6.96,3.86,1.59,4.23,0.59,2.78,13.95,5.05,0.79,1.61,1.11,0.09,11.98,0.25,0.12,0.78,3.63,2.1,1.49,0.42,0.39,0.38,11.45,1.46,0.82,0.77,1.56,0.89,0.75,4.48,1.38,4.76,1.23,1.64,1.57,3.98,2.62,0.57,0.12,0.74,16.06,1.88,8.51,5.43,1.26,1.15,1.61,1.07,0.28,0.31,0.11,0.03,0.06,0.16,7.07,6.27,0.31,0.12,0.27,0.01,0.65,0,2.07,0,0,16.77
"2013_Lemaitre,Pierre_Alex_CT.txt",Cont_3P,77128,77128,16.25,81.24,0,53.8,14.57,9.76,0.13,0.06,0.25,8.45,0.88,4.8,8.78,10.47,5.81,2.37,6.94,0.48,4.35,13.31,4.93,1.16,1.94,1.35,0.12,13.41,0.27,0.11,0.74,3.89,1.74,2.09,0.52,0.69,0.4,13.17,2.23,1.09,0.96,1.98,1.31,0.71,3.49,2.03,3.56,1.38,1.03,0.98,3.09,1.97,0.64,0.17,0.43,15,2.19,7.42,5.45,1.07,1.14,0.81,0.69,0.49,0.1,0.41,0.11,0.05,0.3,7.14,6.77,0.45,0.75,0.23,0.01,0.33,0,2.76,0.03,0,18.49
"2013_Mallon,Thomas_Watergate_PW.txt",Cont_3P,120489,120489,17.73,79.46,0,53.51,11.61,7.44,0.18,0.06,0.17,6.21,0.82,4.17,8.58,10.43,6.34,6.4,1.93,0.91,4.04,14.96,5.15,0.88,2.45,1.61,0.18,11.05,0.34,0.09,0.74,3.9,2.31,1.54,0.38,0.45,0.37,13.74,1.8,0.98,1.78,2.25,1.19,0.59,4.09,2.03,2.43,1.11,0.61,0.62,1.75,0.89,0.38,0.27,0.36,15.35,2.06,6.89,6.13,2.06,1.32,1.08,0.81,0.73,0.22,0.2,0.06,0.09,0.18,5.01,6.13,0.48,0.28,0.22,0.07,0.67,0,2.6,0.03,0.01,15.53
"2013_McGill,Robert_OnceWeHadaCountry_CT.txt",Cont_3P,83022,83022,14.6,80.31,0,53.2,14.39,10.57,0.16,0.06,0.15,9.19,1.01,3.82,9.14,8.57,4.11,1.94,5.44,0.49,3.95,14.65,6.04,0.78,1.69,0.89,0.04,15.28,0.4,0.07,0.75,3.43,1.78,1.62,0.46,0.41,0.42,12.71,2.07,0.85,1.24,1.96,0.79,0.62,4.46,1.75,4.35,1.41,1.81,0.94,2.76,1.72,0.45,0.12,0.53,15.82,2.41,7.54,5.73,0.69,0.84,0.82,1.24,0.33,0.31,0.12,0.04,0.06,0.15,7.13,5.6,0.06,0.14,0.19,0,0.27,0,3.14,0,0,16.52
"2013_Moore,Lisa_Caught_CT.txt",Cont_3P,86277,86277,12.74,80.58,0,55.59,14.26,10.35,1.07,0.25,1.12,6.58,1.32,3.91,10.22,11.72,6.49,7.5,2.96,0.46,3.14,13.71,6.24,0.59,1.49,0.96,0.16,12.95,0.42,0.11,1.12,2.74,1.54,1.19,0.23,0.33,0.37,13.87,1.45,0.73,1.28,1.6,0.84,0.58,6.63,1.52,4.14,1.84,0.7,1.27,3.58,2.36,0.32,0.26,0.76,15.08,2.63,8.51,3.95,0.74,0.7,0.99,0.79,0.4,0.19,0.13,0.1,0.02,0.2,8.65,4.24,0.1,0.09,0.44,0,0.34,0,2.56,0,0,16.43
"2013_Moore,Lisa_Caught_PW.txt",Cont_3P,86277,86277,12.74,80.58,0,55.59,14.26,10.35,1.07,0.25,1.12,6.58,1.32,3.91,10.22,11.72,6.49,7.5,2.96,0.46,3.14,13.71,6.24,0.59,1.49,0.96,0.16,12.95,0.42,0.11,1.12,2.74,1.54,1.19,0.23,0.33,0.37,13.87,1.45,0.73,1.28,1.6,0.84,0.58,6.63,1.52,4.14,1.84,0.7,1.27,3.58,2.36,0.32,0.26,0.76,15.08,2.63,8.51,3.95,0.74,0.7,0.99,0.79,0.4,0.19,0.13,0.1,0.02,0.2,8.65,4.24,0.1,0.09,0.44,0,0.34,0,2.56,0,0,16.43
"2013_Peace,David_RedorDead_CT.txt",Cont_3P,295507,295507,15.4,80.12,0,50.42,8.96,6.46,1.66,0.58,1.46,1.64,1.12,2.5,9.38,8.81,4.4,4.37,3.33,0.52,3.52,13.19,6.15,1.05,1.55,3.33,0.08,7.72,0.2,0.03,0.81,3.53,2.47,1.05,0.25,0.32,0.27,12.31,1.12,0.63,0.94,0.86,1.12,0.36,5.98,1.71,2.61,1.36,0.55,0.72,2.74,2.12,0.23,0.12,0.28,16.97,2.47,8.54,5.96,1.57,2.01,4.42,1.03,3.28,0.13,0.07,0.24,0.17,0.08,12.09,6.37,0.01,0,0.38,0.15,1.46,0,1.29,0,0,21.76
"2013_Phillips,JayneAnne_QuietDell_CT.txt",Cont_3P,83816,83816,17.11,78.43,0,49.96,12.12,9.83,0.31,0.08,0.11,8.09,1.25,2.29,8.86,9.69,4.99,6.01,2.27,0.9,2.89,13.58,6.07,0.98,1.32,0.95,0.01,13.37,0.69,0.11,1.02,3.32,1.97,1.32,0.34,0.27,0.52,13.48,1.6,0.6,1.29,1.4,1.17,1.09,5.3,1.6,4.27,1.93,0.7,1.42,2.83,1.87,0.33,0.16,0.5,15.66,2.98,8.56,4.13,1.29,1.07,0.92,1.3,0.53,0.3,0.34,0.06,0.07,0.21,7.9,8.71,0.27,0.54,0.18,0.04,0.29,0,1.43,0.03,0.03,19.45
"2013_Piatigorsky,Anton_TheIronBridge_CT.txt",Cont_3P,56533,56533,18.2,75.51,0,48.45,12.06,9.29,0.13,0.04,0.1,8.04,0.98,2.77,8.66,5.97,3.59,1.16,3.72,0.57,2.67,13.57,6.15,0.76,1.97,0.88,0.07,12.97,0.86,0.16,0.72,4.27,2.14,2.09,0.46,0.7,0.52,12.67,1.51,0.74,0.87,1.42,1.11,0.72,5.71,1.4,4.09,1.23,1.11,1.43,3.82,2.68,0.44,0.11,0.66,14.1,2.01,7.78,4.36,1.12,1.28,0.96,0.94,0.35,0.45,0.1,0.08,0.06,0.18,6.1,6.13,0.09,0.08,0.16,0.03,0.91,0,2.45,0,0,15.96
"2013_Toperoff,Sam_LillianandDash_CT.txt",Cont_3P,69185,69185,18.22,80.67,0,53.67,12.6,8.39,1.85,0.29,0.35,5.03,0.88,4.2,8.09,11.27,6.65,7.06,2.69,0.54,4.78,13.02,6.1,1.28,2.6,1.19,0.18,10.86,0.47,0.11,0.93,4.9,2.98,1.87,0.27,0.83,0.4,15.33,2.01,1.34,1.43,2.24,1.63,0.54,4.43,2.19,2.43,1.05,0.54,0.69,2.2,0.99,0.38,0.32,0.56,14.16,1.91,6.55,5.54,1.67,1.47,1.16,0.69,0.61,0.32,0.29,0.1,0.11,0.16,6.68,5.4,0.26,0.17,0.31,0.03,0.43,0,1.76,0.02,0.01,15.08
"2013_Vyleta,Dan_TheCrookedMaid_PW.txt",Cont_3P,94096,94096,17.67,81.46,0,54.13,12.88,9.49,0.06,0.01,0.02,8.46,0.94,3.4,9.9,9.04,4.87,7.22,1.02,0.35,3.13,15.76,5.28,1.06,1.86,1.37,0.04,12.6,0.34,0.11,0.87,3.54,1.62,1.87,0.61,0.59,0.38,12.55,1.77,0.79,0.74,1.75,0.78,0.81,4.87,1.61,3.8,1.38,0.72,1.38,4.27,2.94,0.54,0.18,0.75,16.64,2.72,8.83,5.02,1.04,0.89,0.77,1.18,0.31,0.12,0.22,0.01,0.04,0.1,6.44,7.3,0.32,0.64,0.04,0.01,0.44,0,0.85,0.12,0.01,16.28
"2013_Wilk,Lucie_TheStrengthofBone_CT.txt",Cont_3P,78025,78025,13.88,84.26,0,56.6,15.93,11.2,0.03,0.03,0.06,9.76,1.31,4.73,8.71,9.94,5.73,2.26,6.58,0.52,4.23,14.5,6.34,0.85,1.85,0.63,0.04,14.67,0.73,0.03,0.92,3.25,1.64,1.54,0.39,0.39,0.49,13.3,1.96,0.83,0.95,1.68,0.93,0.74,5.45,1.64,5.64,2.35,0.87,2.15,4.79,3.2,1.14,0.15,0.42,16.66,2.71,9.1,4.92,0.65,0.92,0.58,0.65,0.16,0.23,0.2,0.05,0.04,0.27,7.32,5.74,0.27,0.13,0.2,0.01,0.25,0,0.98,0.01,0.11,15.03
"2013_Winter,Michael_MinisterWithoutPortfolio_CT.txt",Cont_3P,78200,78200,12.38,80.08,0,55.43,13.44,8.83,1.03,0.28,1.07,4.93,1.53,4.61,9.82,11.47,6.45,7.09,3.17,0.36,3.45,14.08,6.35,0.86,1.45,1.07,0.08,10.88,0.45,0.09,0.88,3.2,2.04,1.14,0.23,0.37,0.29,13.9,1.54,0.93,0.93,1.24,0.82,0.57,6.71,1.73,2.84,1.22,0.47,0.96,2.9,1.24,0.77,0.22,0.74,15.57,2.66,8.88,3.96,0.88,0.95,1.07,1.36,0.44,0.2,0.26,0.1,0.08,0.21,7.67,3.32,0.18,0,0.24,0.02,0.26,0.01,2.32,0.01,0.01,14.04
"2014_Abbott,Megan_TheFever_CT.txt",Cont_3P,60528,60528,14.02,80.86,0,51.36,14.74,9.91,0.39,0.04,0.46,8.07,0.94,4.83,7.69,9.8,4.86,6.71,1.97,0.33,4,12.93,5.31,0.7,1.88,1.2,0.01,13.64,0.59,0.14,0.94,2.92,1.57,1.33,0.41,0.25,0.35,14.1,2.14,0.81,1.21,2.47,1.41,0.74,4.38,2.08,5.87,2.25,1.21,2.12,4.44,3.27,0.64,0.15,0.47,15.66,2.19,7.82,6.17,1.22,0.75,1.02,0.82,0.14,0.15,0.1,0.08,0.01,0.72,7.9,8.76,0.12,0,0.24,0.01,0.59,0,2.65,0.02,0.61,20.93
"2014_Ackroyd,Peter_ThreeBrothers_CT.txt",Cont_3P,69107,69107,14.6,83.93,0,56.92,16.6,11.86,2.5,0.23,1.92,6.2,1.01,4.74,8.02,13.16,7.78,6.82,4.78,0.74,3.94,13.38,5.2,1.3,1.88,0.96,0.12,13.43,0.6,0.18,0.87,4.15,2.4,1.72,0.47,0.51,0.34,14,2.5,0.86,1.38,2.2,1.15,0.46,4.14,2.15,3.04,1.44,0.76,0.68,2.04,1.04,0.4,0.16,0.5,14.59,2.42,7.32,4.81,1.54,0.87,0.92,0.91,0.48,0.36,0.16,0.23,0.13,0.14,9.58,4.64,0.01,0.34,1.4,0.03,0.48,0,5.85,0,0.01,22.35
"2014_Alarcon,Daniel_AtNightWeWalkinCircles_PW.txt",Cont_3P,80462,80462,17.44,81.77,0,54.45,13.21,8.54,1.18,0.18,0.11,5.59,1.48,4.66,8.46,10.35,6.02,7.34,1.75,0.5,4.02,13.69,6.27,1.11,2.62,1.33,0.02,11.64,0.68,0.23,0.89,4.24,2.31,1.89,0.51,0.49,0.49,14.97,2.19,0.87,1.33,2.63,1.41,0.74,4.61,2.37,2.79,1.16,0.61,0.9,2.13,1.2,0.41,0.16,0.4,15.83,2.15,7.27,6.31,1.13,1.16,1.16,0.7,0.37,0.09,0.24,0.02,0.08,0.21,6.75,8.28,0.52,0.47,0.19,0.02,0.3,0,2.19,0.12,0,18.97
"2014_Bezmozgis,David_TheBetrayers_CT.txt",Cont_3P,55250,55250,17.16,80.47,0,56.19,15.39,10.3,2.04,0.54,1.62,4.7,1.41,5.09,8.12,11.24,7.16,5.66,3.89,0.83,3.81,12.86,6.32,1.45,2.16,1.12,0.01,12.67,0.6,0.08,1.1,3.6,1.99,1.57,0.32,0.48,0.33,14.59,2,1.22,1.89,1.97,0.97,0.71,4.5,2.5,2.42,1.1,0.64,0.61,1.84,1.03,0.45,0.08,0.28,12.24,1.86,5.74,4.67,1,0.93,0.72,0.75,0.49,0.81,0.13,0.13,0.1,0.21,7.68,5.9,0.13,0.08,1.21,0.12,0.22,0.02,1.55,0,0,16.91
"2014_Billingham,Mark_TheBonesBeneath_CT.txt",Cont_3P,65024,65024,16.59,81.67,0,56.33,11.82,7.15,0.18,0.03,0.19,5.57,1.19,4.68,9.1,11.77,7.04,8.14,2.11,0.56,4.52,15.22,6.32,0.89,2.46,1.47,0.12,10.05,0.21,0.12,0.62,3.52,1.88,1.6,0.42,0.47,0.36,13.59,1.51,0.87,1.23,2.28,1.04,0.64,4.94,2.07,3.83,1.89,0.76,1.05,2.79,1.72,0.28,0.09,0.76,16.66,2.44,8.74,5.48,0.97,0.95,0.96,0.87,0.24,0.12,0.19,0.03,0.09,0.2,7.11,4.99,0.04,0.16,0.12,0.02,0.76,0,3.5,0,0.01,16.7
"2014_Coover,Robert_TheBrunistDayofWrath_CT.txt",Cont_3P,315944,315944,15.44,82.35,0,55.83,13.59,8.87,0.19,0.04,0.14,6.82,1.68,4.71,7.91,10.25,6.39,3.5,5.29,0.61,4.91,14.12,7.11,1,2.48,0.9,0.16,12.88,0.46,0.15,0.91,4.36,2.27,2.05,0.42,0.65,0.51,15.06,1.74,0.9,1.05,2.56,1.27,0.5,5.53,2.51,2.91,1.04,0.86,0.83,2.43,1.33,0.48,0.3,0.44,15.08,2.04,7.74,5.32,1.13,1.03,1.08,0.56,0.51,1.13,0.32,0.06,0.1,0.33,5.01,6.61,0.15,0.13,0.21,0.07,0.43,0,2.02,0.14,0.01,14.92
"2014_Crummey,Michael_Sweetland_PW.txt",Cont_3P,92458,92458,15.32,79.79,0,54.43,10.97,7.86,0.23,0.05,0.31,6.18,1.09,3.11,11.94,8.13,3.67,5.59,1.63,0.3,3.22,17.38,5.82,0.6,1.75,1.21,0.14,9.99,0.32,0.03,0.61,2.31,0.93,1.37,0.33,0.4,0.41,12.37,1.13,0.76,0.76,1.75,0.82,0.74,5.7,1.38,3.53,1.47,0.59,1.14,3.43,2.12,0.44,0.12,0.81,18.53,2.83,10.15,5.31,0.76,0.82,0.79,1.23,0.37,0.41,0.29,0.03,0.07,0.22,6.59,4.43,0,0,0.18,0,0.38,0,1.89,0,0.01,13.5
"2014_Cunningham,Michael_TheSnowQueen_CT.txt",Cont_3P,47550,47550,18.17,78.18,0,51.85,13.12,7.27,0.19,0.11,0.4,5.56,1,5.85,7.8,9.52,5.91,2.26,5.54,0.8,3.99,13.22,5.6,1.38,2.3,1.02,0.11,11.43,0.32,0.11,0.72,4.43,2.66,1.75,0.33,0.46,0.5,14.06,2.26,0.95,1.37,2.88,1.35,0.58,3.7,2.67,3.71,1.24,1.46,0.73,2.73,1.36,0.57,0.38,0.48,13.24,1.84,6.44,4.85,0.83,1.17,1.01,0.91,0.37,0.33,0.19,0.08,0.1,0.18,5.11,9.25,0.16,0.6,0.63,0.02,0.98,0,2.96,0.52,0,20.76
"2014_Danticat,Edwidge_ClaireoftheSeaLight_CT.txt",Cont_3P,57780,57780,13.84,83.3,0,56.17,14.65,10.35,0.04,0.02,0.22,8.94,1.14,4.3,7.63,11.64,7.25,7.52,1.96,1.09,4.4,14,6.66,0.92,2.39,0.93,0.01,15.73,1.45,0.22,1.32,2.93,1.68,1.23,0.27,0.27,0.47,14.39,1.66,0.99,1.97,2.36,0.98,0.55,4.63,2.14,3.35,1.36,0.78,0.96,2.88,1.79,0.46,0.19,0.54,15.95,2.36,7.32,6.3,1.34,0.89,1.05,0.94,0.38,0.2,0.48,0.03,0.03,0.27,5.15,6.32,0.05,0.03,0.28,0,0.52,0,1.88,0.02,0,14.27
"2014_Doerr,Anthony_AlltheLightWeCannotSee_CT.txt",Cont_3P,113116,113116,17.47,75.77,0,50.41,10.34,7.4,0.17,0.12,0.21,5.65,1.24,2.95,10.29,7.02,4.05,1.01,5.12,0.48,2.73,14.2,5.66,0.85,1.93,2.16,0.04,10.57,0.43,0.06,0.7,2.32,1.21,1.1,0.26,0.3,0.3,12.08,1.34,0.61,0.65,1.8,0.98,0.6,5.56,1.47,4.42,1.35,1.45,1.24,3.35,2.11,0.47,0.09,0.73,16.76,2.41,9.76,4.55,1.06,0.81,1.02,1.34,0.2,0.22,0.25,0.02,0.02,0.21,6.93,5.93,0.38,0.46,0.4,0.04,1.01,0,1.01,0.01,0.06,16.22
"2014_Faber,Michel_TheBookofStrangeNewThings_CT.txt",Cont_3P,176949,176949,16.39,80.95,0,54.77,14.7,9.71,1.89,0.52,1.4,4.69,1.21,4.98,7.73,10.73,6.52,5.28,3.6,0.82,4.58,13.06,5.71,1.21,2.47,1.15,0.1,11.45,0.27,0.27,0.74,4.57,2.72,1.81,0.38,0.44,0.42,14.96,1.96,1.03,1.7,2.64,1.35,0.53,4.27,2.6,2.85,1.14,0.57,0.91,3.18,1.68,0.71,0.41,0.49,12.89,1.86,6.63,4.45,0.98,1.08,0.68,0.57,0.33,0.97,0.25,0.2,0.17,0.27,6.81,6.45,0.23,0.16,0.69,0.15,0.97,0,4.94,0.07,0.04,20.58
"2014_Farah,Nuruddin_HidinginPlainSight_CT.txt",Cont_3P,76644,76644,17.42,80.94,0,54.11,13.5,9.51,0.01,0.04,0.09,7.66,1.71,4,7.73,9.87,5.5,2.1,6.65,0.55,3.77,14.86,7.36,1.02,2.09,0.91,0.02,15.68,0.47,0.18,0.85,4.03,2.36,1.61,0.47,0.38,0.46,14.3,2.27,1.1,1,2.02,0.89,0.69,5.34,2.11,3.57,0.78,1.98,0.68,2.33,1.06,0.35,0.24,0.72,14.32,2.27,6.77,5.01,1.11,1.1,0.93,0.92,0.45,0.14,0.2,0.02,0.08,0.09,5.51,6.79,0.1,0.15,0.11,0.03,0.37,0,1.32,0.01,0,14.4
"2014_Flanagan,Richard_NarrowRoad_PW.txt",Cont_3P,121742,121742,16.73,81.64,0,55.9,14.34,9.35,0.57,0.22,0.39,6.75,1.43,4.98,7.92,11.17,6.49,7.37,2.23,0.65,4.15,13.47,6.92,1.45,2.52,1.17,0.17,11.81,0.26,0.08,0.8,4.31,2.02,2.26,0.43,0.83,0.52,15.75,2.36,0.96,1.52,2.13,1.26,0.73,5.55,2.19,3.11,1.14,0.55,1.14,3.36,1.82,0.73,0.27,0.64,14.29,2.09,6.97,5.22,0.88,1.15,0.9,0.46,0.23,0.22,0.58,0.09,0.07,0.2,5.92,6.63,0.09,0.15,0.48,0.09,0.44,0,1.32,0,0.01,15.13
"2014_Galbraith,Robert_TheSilkworm_CT.txt",Cont_3P,90342,90342,19.85,77.47,0,50.73,11.52,8.19,0.12,0.02,0.11,7.17,0.77,3.33,8.47,9.79,6.14,7.28,1.31,0.47,2.9,14.9,5.04,1.08,1.61,1.07,0.05,11.44,0.4,0.15,0.66,4.22,2.09,2.08,0.58,0.63,0.45,12.54,1.91,0.85,1.02,1.59,0.88,0.66,4.52,1.65,3.85,1.79,0.67,1.19,3,1.7,0.48,0.16,0.73,15.27,2.16,8.33,4.68,1.28,0.99,1.03,0.99,0.39,0.18,0.25,0.01,0.07,0.18,6.55,6.35,0.31,0.3,0.18,0.02,0.64,0,1.12,0.09,0,15.65
"2014_Hoffman,Cara_BeSafeILoveYou_CT.txt",Cont_3P,66672,66672,13.83,83.86,0,55.32,15.21,11.42,0.2,0.02,0.3,9.44,1.45,3.8,7.56,11.04,5.71,7.46,2.05,0.46,3.98,13.61,7.69,0.88,1.85,0.85,0.13,14.12,0.47,0.1,0.59,4.25,2.28,1.95,0.5,0.57,0.49,15.72,1.68,1.09,1.53,1.84,1.06,0.73,6.71,1.85,4.98,2.09,0.93,1.66,3.98,2.65,0.49,0.24,0.65,16.26,2.68,8.6,5.05,0.89,0.85,1.13,1.03,0.3,0.24,0.19,0.03,0.03,0.39,6.79,4.97,0.07,0.15,0.06,0.01,0.44,0,1.74,0,0.01,14.25
"2014_HoldenRothman,Claire_MyOctober_PW.txt",Cont_3P,71639,71639,16.35,79.93,0,52.23,13.15,9.5,0.11,0.02,0.08,8.49,0.8,3.64,8.37,10.68,6.52,8.4,1.23,0.42,3.69,13.62,5.09,0.87,1.85,1.06,0.05,13.33,0.83,0.08,0.79,3.64,1.87,1.74,0.49,0.44,0.45,12.54,1.52,0.86,1.18,1.7,1.07,0.74,4.17,1.82,4.08,1.96,0.69,1.19,3.2,2.16,0.5,0.16,0.45,15.99,2.3,8.37,5.34,1.41,0.91,0.88,1.06,0.29,0.23,0.12,0.03,0.04,0.29,9.29,5.98,0.12,0.05,0.26,0,0.67,0,2.13,0.02,0.01,18.55
"2014_Huneven,Michelle_OffCourse_CT.txt",Cont_3P,62967,62967,15.62,76.27,0,48.95,11.22,8.68,0.32,0.03,0.27,7,1.06,2.54,8.47,8.79,4.39,6.19,1.56,0.42,3.32,13.3,6.09,0.73,1.87,1.41,0.03,11.73,0.78,0.18,0.54,3.43,2.04,1.36,0.31,0.31,0.44,12.47,1.1,0.78,1.17,1.76,0.93,0.53,5.42,1.69,3.44,1.52,0.48,1.14,3.39,1.6,0.47,0.25,1.15,16.83,2.44,8.76,5.46,1.39,0.94,1.66,1.41,0.83,0.11,0.08,0.09,0.05,0.19,7.62,7.48,0.32,0.31,0.36,0.16,1.01,0,2.04,0.1,1.05,20.53
"2014_Itani,Frances_Tell_CT.txt",Cont_3P,63773,63773,14.24,83.2,0,56.58,12.28,8.8,0.63,0.32,0.3,6.69,0.87,3.48,9.02,12.04,7.69,7.57,2.71,0.72,3.68,15.6,6.08,1.11,2.14,1.29,0.03,11.8,0.52,0.12,0.77,3.14,1.84,1.26,0.25,0.4,0.36,13.99,1.75,0.94,1.67,1.9,0.96,0.65,5.09,2.01,3.1,1.04,0.87,0.99,2.58,1.51,0.41,0.13,0.57,18.25,2.59,9.15,6.21,0.82,1,1.24,1.14,0.33,0.31,0.33,0.03,0.06,0.09,6.8,5.86,0.11,0.18,0.27,0.02,0.36,0,1.83,0.01,0.01,15.45
"2014_Itani,Frances_Tell_PW.txt",Cont_3P,63773,63773,14.24,83.2,0,56.58,12.28,8.8,0.63,0.32,0.3,6.69,0.87,3.48,9.02,12.04,7.69,7.57,2.71,0.72,3.68,15.6,6.08,1.11,2.14,1.29,0.03,11.8,0.52,0.12,0.77,3.14,1.84,1.26,0.25,0.4,0.36,13.99,1.75,0.94,1.67,1.9,0.96,0.65,5.09,2.01,3.1,1.04,0.87,0.99,2.58,1.51,0.41,0.13,0.57,18.25,2.59,9.15,6.21,0.82,1,1.24,1.14,0.33,0.31,0.33,0.03,0.06,0.09,6.8,5.86,0.11,0.18,0.27,0.02,0.36,0,1.83,0.01,0.01,15.45
