Filename,corpus,WC,WPS,Sixltr,Dic,Numerals,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
"2014_Jacobson,Howard_J_PW.txt",Cont_3P,102442,102442,15.78,83.97,0,58.83,18.31,12.14,2.27,0.54,1.67,6.1,1.56,6.17,6.39,13.17,8.15,6.63,4.55,0.78,4.43,13.15,6.04,1.82,2.44,0.79,0.1,14.46,0.74,0.13,0.86,5.24,2.79,2.41,0.49,0.88,0.47,15.85,2.79,1.33,1.84,2.46,1.48,0.56,3.67,3.11,2.6,0.96,0.71,0.76,2.28,1.23,0.43,0.39,0.27,11.42,1.71,5.56,4.17,0.87,0.92,0.9,0.49,0.33,0.41,0.26,0.17,0.16,0.21,7.17,5.62,0.07,0.05,1.15,0.11,1.16,0,4.99,0.05,0.01,20.42
"2014_Jones,Sadie_Fallout_CT.txt",Cont_3P,83409,83409,15.37,82.22,0,54.15,14.25,11.15,0.09,0.02,0.11,9.53,1.41,3.1,7.91,10.71,5.51,8.18,1.39,0.46,3.12,14.67,7.06,1.07,1.57,0.96,0.04,14.29,0.53,0.1,0.59,4.4,2.44,1.94,0.52,0.5,0.56,14.73,1.76,0.7,1.28,1.54,0.85,0.99,6.29,2.15,4.26,1.78,0.82,1.48,3.5,2.15,0.38,0.34,0.68,16.54,2.68,8.94,4.93,1.11,1.03,1.41,1.15,0.34,0.23,0.07,0.03,0.04,0.23,8.18,6.61,0.05,0.44,0.08,0.01,1.37,0,3.1,0,0,19.85
"2014_King,Thomas_TheBackoftheTurtle_PW.txt",Cont_3P,81238,81238,14.86,79.65,0,53,9.99,6.22,0.06,0.02,0.16,5.27,0.71,3.77,10.97,11.81,7.43,7.24,2.87,0.8,3.6,13.15,6.43,0.75,1.8,0.93,0.07,9.13,0.55,0.08,0.76,3.62,2.18,1.41,0.26,0.38,0.4,14.18,1.63,0.75,1.6,1.78,0.87,0.72,5.9,1.7,3.76,1.44,0.61,1.39,3.07,1.66,0.48,0.19,0.85,15.36,2.48,7.92,4.78,1.04,1.12,1.45,0.9,0.5,0.15,0.2,0.06,0.08,0.15,9.18,5.37,0.04,0.01,0.33,0.05,0.43,0,1.52,0,0.01,16.93
"2014_Korelitz,JeanHanff_YouShouldHaveKnown_CT.txt",Cont_3P,107460,107460,17.12,84.28,0,56.87,13.91,8.71,0.25,0.02,0.25,7.02,1.17,5.19,7.48,11.73,7.08,8.41,1.83,0.59,4.84,13.77,6.76,1.36,2.73,1.2,0.03,12.59,0.86,0.16,0.83,4.92,3.17,1.7,0.44,0.4,0.44,16.1,2.16,1.06,1.4,2.81,1.47,0.7,4.83,2.93,2.58,1.05,0.58,0.81,2.14,0.94,0.65,0.17,0.43,14.81,2.01,7.17,5.61,1.63,0.99,0.91,1.04,0.42,0.14,0.14,0.07,0.1,0.2,6.01,7.12,0.28,0.06,0.36,0.07,0.49,0,1.55,0.28,0.02,16.53
"2014_Matthiessen,Peter_InParadise_CT.txt",Cont_3P,42635,42635,19.38,79.06,0,51.28,12.44,7.93,0.07,0.07,0.19,6.61,1,4.51,8.02,8.24,5.38,2.51,4.22,0.77,3.69,14.61,5.26,1.21,2.14,0.9,0.16,12.33,0.62,0.23,0.99,5.43,2.44,2.93,0.67,0.95,0.75,12.42,1.84,0.95,0.98,2.2,1.28,0.66,3.71,1.75,3.69,1.26,1.17,1.04,2.38,1.41,0.56,0.21,0.26,15.07,1.83,7.92,5.3,0.95,1.13,0.76,0.49,0.23,1.17,0.58,0.08,0.1,0.15,4.33,7.26,0.22,0.23,0.72,0.13,0.66,0,1,0.14,0.01,14.85
"2014_Maupin,Armistead_TheDaysofAnnaMadrigal_CT.txt",Cont_3P,42966,42966,17.4,76.9,0,51.97,12.47,7.9,0.2,0.03,0.26,6.44,0.97,4.57,8.41,10.42,6.45,7.45,1.56,0.51,3.79,14.15,5.36,1.02,1.82,0.85,0.2,11.09,0.38,0.14,0.94,4.15,2.56,1.55,0.48,0.46,0.37,13.42,2.04,0.99,1.41,2.16,1.12,0.55,4,2.22,3.27,1.44,0.58,1.05,2.8,1.76,0.42,0.41,0.36,13.85,1.78,7.23,4.9,0.78,0.95,1,0.85,0.34,0.31,0.12,0.07,0.06,0.34,7.98,5.58,0.17,0.06,0.16,0.01,0.71,0,1.51,0.15,0.01,16.49
"2014_McMurty,Larry_TheLastKindWordsSaloon_CT.txt",Cont_3P,19622,19622,14.75,76.68,0,52.51,11.13,7.54,0.25,0.02,0.02,6.14,1.12,3.59,8.36,12.11,7.07,9.17,1.55,0.48,4.13,13.22,6.01,1.18,2.14,1.46,0.02,10.38,0.34,0.11,0.86,3.99,2.15,1.79,0.34,0.59,0.38,13.71,1.7,0.9,1.22,2.42,0.91,0.6,4.33,2.44,2.75,1.4,0.46,0.74,1.95,0.99,0.35,0.27,0.45,15.17,2.56,7.58,4.95,0.86,1.01,0.78,0.42,0.53,0.44,0.38,0.01,0.03,0.1,9.71,5.01,0.25,0.42,0.08,0,0.43,0,1.2,0,0,17.11
"2014_Miller,Sue_TheArsonist_CT.txt",Cont_3P,81374,81374,14.81,84.36,0,56.99,14.61,10.17,0.04,0.03,0.14,8.55,1.4,4.44,8.52,11.23,5.98,8.31,1.67,0.46,4.95,15.75,6.25,0.42,2.18,1.08,0.04,13.77,0.4,0.56,0.6,3.01,1.73,1.26,0.41,0.29,0.33,13.42,1.97,0.92,1.1,2.47,0.84,0.52,4.94,1.64,3.67,1.45,0.89,1.13,2.6,1.36,0.42,0.18,0.69,18.61,2.84,9.29,6.12,1.05,0.8,0.86,1.53,0.24,0.08,0.06,0.1,0.05,0.08,7.28,7.9,0.13,0.04,0.18,0.02,0.33,0,1.9,0,0,17.79
"2014_Mirvis,Tova_VisibleCity_CT.txt",Cont_3P,59867,59867,16.45,83.33,0,56.04,14.87,10.8,0.05,0.03,0.17,9.04,1.51,4.06,7.35,11.63,6.73,7.89,2.02,0.7,4.33,15.25,6.07,0.96,2.33,0.95,0.01,14.88,0.56,0.19,0.91,3.8,2.17,1.59,0.48,0.3,0.44,14.65,2.19,1.02,1.98,1.86,1.25,0.82,4.21,2.07,3.44,1.66,0.66,0.99,2.2,1.29,0.51,0.16,0.28,15.98,2.39,7.8,5.4,1.32,1.19,0.94,1.29,0.4,0.13,0.04,0.01,0.1,0.11,6.07,6.62,0.09,0.19,0.22,0.03,0.38,0,1.96,0,0,15.56
"2014_Morton,Brian_Florence_CT.txt",Cont_3P,52280,52280,15.3,84.15,0,57.79,16.9,11.1,0.26,0.06,0.6,9.16,1.01,5.8,6.73,13.92,8.29,9.28,2.77,0.66,4.41,13.52,6.55,0.82,2.1,1.09,0.1,15.12,0.44,0.19,0.87,4.14,2.44,1.68,0.44,0.49,0.32,16.45,2.98,1.3,2.06,3.02,1.34,0.64,4.04,2.81,2.46,0.94,0.52,0.87,2.06,0.81,0.68,0.25,0.36,13.75,2.08,6.04,5.52,1.57,1.15,0.99,0.53,0.4,0.17,0.12,0.03,0.05,0.23,6.61,5.37,0.15,0.27,0.4,0.02,0.39,0,2.88,0.03,0,16.15
"2014_Ohle,David_TheOldReactor_CT.txt",Cont_3P,29517,29517,18.59,78.16,0,51.73,9.61,6.9,0.17,0.03,0.11,5.84,0.75,2.71,11.33,9.33,4.88,6.19,1.64,0.6,3.02,15.15,5.94,0.61,1.67,1.35,0.02,8.96,0.3,0.13,0.43,2.97,1.56,1.39,0.32,0.41,0.34,12.41,1.13,0.74,1.24,1.62,0.56,0.82,5.84,1.19,3.61,1.41,0.41,1.37,4.21,2.44,0.73,0.09,1.04,17.51,3.22,9.35,4.64,0.97,0.83,0.95,1.46,0.46,0.13,0.26,0.03,0.07,0.08,7.05,5.2,0.07,0.02,0.13,0,0.54,0,1.2,0,0,14.22
"2014_Palahniuk,Chuck_BeautifulYou_CT.txt",Cont_3P,55984,55984,21.45,77.28,0,47.78,11.67,8.6,0.01,0,0.15,7.39,1.05,3.07,8.92,8.15,5.04,5.9,0.99,0.51,2.56,13.26,4.55,0.7,2.07,0.89,0.04,12.02,0.31,0.15,1.09,4.7,2.61,2.05,0.46,0.63,0.52,12,1.68,1.03,1.25,1.76,1.13,0.76,3.77,1.49,4.26,1.69,0.74,1.44,4.32,2.81,0.64,0.7,0.5,12.42,1.73,6.68,4.11,1.66,1.48,0.98,0.69,2.23,0.18,0.23,0.01,0.06,0.29,7.72,5.63,0.09,0.03,0.05,0.04,0.9,0,2.11,0,0.03,16.61
"2014_Paull,Laline_TheBees_CT.txt",Cont_3P,72667,72667,16.1,79.69,0,51.5,11.2,8.71,0.03,0.04,0.03,6.54,2.07,2.49,9.85,7.6,3.59,5.73,0.92,0.37,2.62,15.16,7.12,0.84,2.23,0.92,0.02,12.31,1.41,0.11,0.5,4.94,2.58,2.35,0.67,0.65,0.56,13.45,1.22,0.66,1.03,0.87,1.04,0.91,6.5,1.51,5.02,1.63,0.74,1.38,3.35,1.93,0.72,0.17,0.56,16.42,3.34,9.04,4.08,0.65,1.47,0.53,0.36,0.12,0.59,0.31,0.01,0.02,0.07,6.34,5.26,0.02,0.04,0.02,0.07,0.38,0,0.86,0,0,12.99
"2014_Quindlen,Anna_StillLifewithBreadCrumbs_CT.txt",Cont_3P,54362,54362,15.89,82.6,0,55.88,12.79,7.96,0.09,0.01,0.2,6.96,0.7,4.83,9.89,11.39,6.98,8.52,1.55,0.62,4.13,13.75,6.67,0.93,2.12,1.3,0.01,11.7,0.83,0.14,0.83,3.03,1.84,1.16,0.27,0.24,0.38,13.88,1.91,1,1.23,2.2,1.2,0.4,4.75,2.02,3.28,1.46,0.62,0.94,2.75,1.36,0.46,0.17,0.82,15.93,2.18,7.74,5.99,1.21,0.83,1.25,1.26,0.73,0.16,0.16,0.04,0.06,0.35,5.47,6.2,0.22,0.11,0.12,0.03,0.38,0,1.38,0.07,0.01,14.06
"2014_Robinson,Marilynne_Lila_PW.txt",Cont_3P,73711,73711,9.4,88.84,0,62.99,18.39,11.87,0.52,0.07,0.74,8.72,1.81,6.52,7.04,14.84,8.59,8.17,3.64,1.36,5.95,13.13,8.45,1.16,2.41,0.88,0.07,15.36,0.26,0.04,1.5,3.7,2.09,1.6,0.35,0.39,0.46,18.81,2.49,1.23,2.72,3.22,1.64,0.56,5.8,2.74,3.43,1.25,0.78,1.17,2.35,1.52,0.34,0.09,0.43,14.98,2.29,6.76,5.79,0.46,0.69,0.57,0.72,0.36,0.48,0.21,0.04,0.17,0.3,6.37,6.52,0.02,0.03,0.25,0.04,0.06,0,2.09,0,0,15.39
"2014_Segal,Lore_HalftheKingdom_CT.txt",Cont_3P,22947,22947,16.09,79.32,0,50.53,10.66,6.68,0.16,0.1,0.19,5.32,0.91,3.98,10.25,10.79,6.11,6.15,3.5,0.49,2.29,14.34,4.76,1.26,1.13,1.15,0.03,11.93,0.79,0.15,1.43,3.11,1.78,1.33,0.3,0.27,0.37,12.52,1.53,0.62,1.03,1.48,0.71,0.8,5.52,1.65,3.43,1.74,0.84,0.67,4,2.09,1.44,0.15,0.53,15.69,2.61,8.73,4.23,1.93,0.64,0.8,1,0.35,0.2,0.14,0.02,0.14,0.15,6.22,6.18,0.25,0.23,0.31,0.11,0.63,0.01,1.62,0.04,0.05,15.68
"2014_Shipstead,Maggie_AstonishMe_CT.txt",Cont_3P,66100,66100,16.32,80.91,0,53.42,13.64,10.82,0.17,0.03,0.16,9.22,1.24,2.83,7.81,10.18,6.28,2.88,5.8,0.74,3.46,14.06,6.8,1.02,1.74,0.86,0.04,14.38,0.34,0.16,0.87,4.12,2.32,1.78,0.49,0.44,0.48,14.31,1.77,0.92,1.2,1.93,0.94,0.66,5.51,2.33,4.19,1.57,1.03,1.39,3.56,2.45,0.39,0.33,0.5,15.16,2.43,7.87,4.83,0.98,1.08,1.65,0.96,0.24,0.17,0.12,0.05,0.04,0.28,5.99,7.67,0.11,0.13,0.09,0.01,0.3,0,1.27,0.04,0,15.67
"2014_Smiley,Jane_SomeLuck_CT.txt",Cont_3P,121901,121901,12.21,81.75,0,57.75,13.31,8.49,0.05,0.01,0.31,6.82,1.31,4.81,7.97,12.37,7.39,9.36,1.71,0.48,4.69,13.41,8.69,1.04,2.25,1.55,0.05,11.29,0.48,0.07,0.68,3.26,2.09,1.14,0.25,0.33,0.25,15.74,1.51,0.93,1.36,2.08,1.21,0.45,6.66,2.59,3.06,1.35,0.56,0.98,2.56,1.54,0.26,0.15,0.66,16.08,2.53,8.11,5.26,1.01,0.72,0.72,1.04,0.4,0.22,0.17,0.08,0.12,0.2,4.93,8.38,0.04,0.11,0.18,0.01,0.28,0,1.33,0.21,0.01,15.68
"2014_StAubyn,Edward_LostforWords_CT.txt",Cont_3P,48873,48873,19.3,80.77,0,54.06,12.5,8.05,1.03,0.46,0.64,5.44,0.47,4.45,8.71,10.51,6.66,5.4,3.19,0.76,3.57,15.46,5.19,0.98,2.11,0.93,0.12,10.7,0.32,0.17,0.61,5.37,3.04,2.27,0.49,0.78,0.57,14.91,2.01,1.18,1.71,2.15,1.46,0.68,4.41,2.29,2.43,1,0.47,0.8,2.13,0.86,0.42,0.32,0.59,13.19,1.72,6.88,4.38,1.58,1.66,1.36,0.58,0.73,0.2,0.22,0.19,0.18,0.15,4.14,6.47,0.16,0.21,0.37,0.19,0.61,0,3.72,0.04,0.12,16.09
"2014_StJohnMandel,Emily_StationEleven_PW.txt",Cont_3P,77310,77310,18.02,80.81,0,53.84,11.47,7.64,0.61,0.1,0.32,5.48,1.14,3.82,10.31,9.31,5.37,6.34,2.08,0.33,3.84,14.44,5.83,0.7,1.82,1.91,0.01,10.73,0.27,0.15,0.79,2.99,1.53,1.43,0.32,0.28,0.46,12.95,1.95,0.74,0.82,2.08,1.04,0.56,4.7,1.81,3.48,1.61,0.88,0.81,2.59,1.22,0.63,0.07,0.69,17.84,2.35,9.03,6.26,1.14,0.99,1.61,0.84,0.32,0.2,0.26,0.04,0.04,0.17,6.23,5.89,0.31,0.05,0.33,0.02,0.51,0.01,2.31,0.01,0.03,15.71
"2014_Thomas,Joan_OpeningSky_PW.txt",Cont_3P,87834,87834,14.08,79.68,0,53.03,13.98,10.25,0.18,0.08,0.42,8.19,1.38,3.73,9.21,8.44,4.4,3.51,4.06,0.33,3.35,14.69,6.25,0.69,1.48,1.02,0.11,13.99,0.43,0.14,0.86,3.42,1.78,1.61,0.34,0.53,0.44,12.53,1.34,0.82,0.7,1.32,1.03,0.43,5.83,1.53,4.48,1.82,1.16,1.24,3.56,2.16,0.53,0.26,0.74,16.71,2.34,9.32,4.95,1.04,0.87,1.11,1.21,0.35,0.19,0.13,0.08,0.07,0.25,6.75,5.28,0.25,0.13,0.22,0.03,0.96,0,2.55,0.11,0.01,16.4
"2014_Trueblood,Valerie_SearchPartyStoriesofRescue_PW.txt",Cont_3P,65660,65660,13.36,84.48,0,57.85,14.27,9.88,0.58,0.19,0.47,7.21,1.42,4.39,8.96,11.88,7.42,7.72,2.37,0.77,3.5,15.24,6.22,1.33,1.98,1.14,0.02,14.16,0.9,0.12,1.48,3,1.61,1.36,0.28,0.35,0.4,15.09,1.66,0.95,1.56,2.26,1.11,0.58,5.47,2.6,3.59,1.43,0.85,1.13,3.36,2.07,0.66,0.14,0.57,15.92,2.43,8.81,4.58,1.15,0.78,1.1,1.05,0.2,0.23,0.19,0.04,0.06,0.25,6.6,5.81,0.11,0.18,0.2,0.04,0.43,0,1.11,0,0,14.5
"2014_Wood,Naomi_MrsHemingway_CT.txt",Cont_3P,61256,61256,13.34,80.51,0,54.3,13.85,10.13,0.07,0.03,0.05,8.61,1.37,3.72,8.81,10.68,6.08,4.74,4.41,0.7,4.01,14.57,6.22,0.83,1.67,0.87,0.06,13.96,0.53,0.14,0.67,3.91,2.39,1.48,0.32,0.44,0.43,13,1.75,0.84,1.49,2.06,0.98,0.48,4.52,2.11,4.18,1.53,0.96,1.31,3.35,1.87,0.39,0.28,0.89,15.32,2.29,7.76,5.25,0.79,0.82,1.42,1.18,0.34,0.14,0.22,0.04,0.08,0.21,7.22,4.6,0.54,0.34,0.15,0.06,0.3,0,1.81,0,0,15.04
"2015_Benditt,John_TheBoatmaker_CT.txt",Cont_3P,87111,87111,15.03,83,0,55.76,12.66,9.14,0.1,0.08,0.12,7.83,1.01,3.51,11.34,9.85,5.84,1.8,6.79,0.68,2.99,15.27,5.54,1.19,1.96,1.01,0.02,12.32,0.51,0.04,0.85,2.77,1.57,1.17,0.29,0.4,0.25,12.93,1.89,0.91,0.85,1.64,0.98,0.64,4.96,1.84,4.16,1.82,0.72,1.34,3.04,1.84,0.42,0.06,0.81,17.52,2.76,9.66,4.97,0.96,1.2,0.82,0.93,0.52,0.52,0.11,0.03,0.05,0.21,6.27,5.84,0.28,0.1,0.06,0.02,0.22,0,1.01,0,0,13.8
"2015_Christie,Michael_IfIFall_CT.txt",Cont_3P,71126,71126,18.28,78.07,0,51.95,12.47,8.91,0.01,0.01,0.11,7.45,1.32,3.55,8.61,8.54,5.5,5.05,0.92,1.98,3.63,14.22,6.37,0.67,1.99,0.8,0.04,11.9,0.6,0.12,0.84,3.76,1.78,1.96,0.54,0.52,0.54,13.2,1.43,0.97,1.1,1.94,1.05,0.69,5.23,1.55,3.37,1.25,0.69,1.13,3.83,2.49,0.61,0.13,0.67,15.35,2.08,7.78,5.79,1.13,0.97,1.28,0.97,0.32,0.12,0.27,0.03,0.03,0.49,5.76,6.7,0.18,0.04,0.15,0.01,0.62,0,2.09,0.04,0,15.6
"2015_Ciment,Jill_ActofGod_CT.txt",Cont_3P,34169,34169,17.69,77.27,0,49.1,10.87,8.29,0.17,0.05,0.15,7.28,0.64,2.58,9.36,9.45,5.35,6.55,1.62,0.51,3.21,13.03,5.7,0.72,1.5,1.63,0.03,11.65,0.56,0.23,0.69,3.51,1.96,1.53,0.41,0.25,0.61,12.15,1.51,0.83,1.4,1.78,1.05,0.73,4.09,1.93,3.7,1.82,0.58,0.98,3.22,1.72,0.62,0.37,0.64,15.04,1.92,7.26,5.74,2.08,1.07,1.19,1.61,0.65,0.2,0.33,0.02,0.04,0.2,6.56,5.88,0.1,0.09,0.52,0.02,0.83,0,2.46,0.04,0.02,16.57
"2015_Costello,Mary_AcademyStreet_CT.txt",Cont_3P,41114,41114,14,85,0,54.87,14.63,11.95,0.24,0.04,0.17,10.46,1.04,2.68,9.81,10.03,4.91,5.61,3.42,0.47,2.85,14.54,6.38,0.85,1.42,0.85,0.02,15.53,0.86,0.09,1,3.36,1.64,1.71,0.52,0.2,0.73,13.97,1.79,0.46,0.97,1.53,1.04,0.63,6.68,1.57,4.68,2.07,0.91,1.47,4.14,2.47,0.75,0.24,0.74,19.65,3.3,10.43,5.8,0.84,0.67,1.12,1.37,0.24,0.43,0.34,0.02,0.03,0.15,8.04,7.75,0.06,0.03,0.15,0,0.24,0,0.68,0,0.47,17.42
"2015_Essbaum,JillAlexander_Hausfrau_CT.txt",Cont_3P,74176,74176,15.35,78.15,0,52.07,13.35,8.87,0.71,0.05,0.36,6.76,0.98,4.48,8.21,10.67,5.99,6.93,2.56,0.53,3.3,12.79,6.3,1,2.07,1.21,0.13,11.68,0.39,0.14,0.63,4.04,2.13,1.87,0.44,0.43,0.61,13.88,2.01,0.92,1.24,1.66,1.3,0.54,5.08,1.85,2.71,0.98,0.58,0.95,3.11,1.66,0.41,0.42,0.73,14.75,2.44,6.88,5.4,1.04,0.97,1.05,0.96,0.37,0.26,0.21,0.16,0.08,0.19,9.17,4.34,0.18,0.09,0.47,0.11,0.41,0,2.84,0.07,0,17.76
"2015_Fishbane,Joel_TheThunderofGiants_CT.txt",Cont_3P,60769,60769,17.57,81.17,0,54.04,12.74,8.88,0.08,0.02,0.04,7.67,1.06,3.86,9.62,11.78,7.44,8.85,1.56,0.58,3.51,13.5,5.19,0.98,1.87,1.26,0.06,12.72,0.76,0.08,0.85,4.56,2.24,2.29,0.53,0.48,0.83,12.89,1.89,0.89,1.38,1.7,1.19,0.61,3.91,1.94,2.5,0.98,0.51,0.83,2.94,1.71,0.66,0.25,0.41,15.1,2.26,7.11,5.66,0.97,1.14,1.06,0.91,0.43,0.27,0.39,0.03,0.03,0.21,8.06,4.77,0.26,0.58,0.26,0.08,0.3,0,1.23,0.07,0.13,15.81
"2015_Flournoy,Angela_TheTurnerHouse_CT.txt",Cont_3P,76830,76830,15.61,79.92,0,52.4,12.38,8.72,0.07,0.03,0.11,7.62,0.9,3.66,7.72,9.89,5.32,6.7,1.69,0.61,3.72,14.79,5.87,1.13,2.17,1.43,0.06,12.54,0.71,0.14,0.95,3.62,1.98,1.62,0.39,0.42,0.44,14.03,1.91,1.05,1.49,2.01,1.02,0.7,4.68,2.19,2.97,1.29,0.47,1.01,3.13,1.86,0.55,0.2,0.6,16.21,2.28,8.38,5.49,1.06,1.24,1.07,1.55,0.7,0.26,0.15,0.03,0.06,0.26,6.64,5.21,0.1,0.16,0.16,0.01,1.57,0,2.01,0.05,0.07,16.02
"2015_Kanon,Joseph_LeavingBerlin_CT.txt",Cont_3P,41106,41106,17.44,78.96,0,50.83,11.48,8.49,0.07,0.03,0.2,7.19,0.99,2.99,10.09,8.4,3.64,6.03,1.41,0.33,4.34,14.61,4.3,1.27,1.76,0.81,0.02,11.13,0.12,0.05,0.59,3.25,1.57,1.66,0.69,0.32,0.35,12.14,1.55,0.76,1.11,2.15,0.73,1.3,3.21,2.36,5.68,2.73,1.14,1.59,4.05,2.83,0.43,0.09,0.71,19.55,3.12,10.03,6.35,0.73,0.73,0.76,1.1,0.2,0.08,0.17,0.01,0.02,0.16,11.63,11.2,0.01,0,0.53,0,0.16,0,1.42,0,0.15,25.11
"2015_Oates,JoyceCarol_TheSacrifice_CT.txt",Cont_3P,76996,76996,18,79.11,0,50.19,11.73,8.13,0.49,0.23,0.75,5.8,0.86,3.6,7.49,10.35,6.74,6.74,2.09,0.61,3.27,13.11,5.77,1.22,1.69,0.99,0.32,12.69,0.82,0.16,1.66,4.68,1.74,2.92,0.62,1.17,0.51,13.76,1.7,0.8,1.4,2.37,0.82,0.66,4.78,2.37,3.97,1.89,0.88,1.01,3.84,2.21,0.77,0.31,0.66,12.79,1.59,6.86,4.58,1.78,0.92,0.67,0.71,0.3,0.6,0.33,0.1,0.09,0.49,5.58,5.52,0.16,0.2,0.25,0.23,1.19,0,2.66,0.17,0.03,16.16
"2015_Treuer,David_Prudence_CT.txt",Cont_3P,72087,72087,12.47,81.57,0,57.76,13.7,9.42,0.67,0.35,0.38,6.36,1.66,4.28,8.81,11.09,6.18,7.38,2.21,0.67,4.46,14.01,8.62,1.03,2.36,1.09,0.11,11.33,0.28,0.04,0.77,3.11,1.77,1.32,0.3,0.47,0.3,15.89,1.24,0.97,1.43,1.96,1.27,0.56,7.15,2.2,3.29,1.33,0.55,1.23,3.1,2.12,0.28,0.16,0.66,16.35,2.62,8.35,5.26,0.79,0.83,0.86,0.9,0.32,0.14,0.27,0.06,0.05,0.22,6.48,5.04,0.06,0.07,0.21,0.04,0.28,0,1.89,0.08,0.13,14.36
"2015_Tyler,Anne_ASpoolofBlueThread_CT.txt",Cont_3P,70748,70748,15.07,81.11,0,54.44,13.62,9.77,0.01,0.01,0.12,8.03,1.59,3.86,7.47,10.49,6.09,7.48,1.59,0.65,4.05,13.84,7.39,0.84,2.29,1.15,0.03,13.86,0.61,0.15,1.11,3.07,1.84,1.21,0.25,0.29,0.37,14.87,1.54,0.95,1.37,2.23,1.22,0.57,5.68,2.27,4,2.07,0.77,0.99,2.54,1.51,0.32,0.12,0.65,16.47,2.56,8.22,5.48,1.26,0.84,0.87,1.57,0.34,0.16,0.12,0.08,0.08,0.15,7.53,6.12,0.12,0.23,0.19,0.1,0.69,0,1.8,0.12,0.01,17
"2015_Yanagihara,Hanya_ALittleLife_CT.txt",Cont_3P,264584,264584,14.69,85.26,0,59.7,17.18,12.07,0.53,0.13,0.28,9.58,1.55,5.11,5.97,13.13,8.44,7.63,3.56,0.96,4.69,12.87,8.98,0.91,2.25,1.31,0.03,15.28,0.39,0.2,0.54,3.94,2.16,1.75,0.46,0.46,0.42,16.99,2.33,1.25,1.77,2.18,1.46,0.65,6.12,2.33,3.06,1.11,0.95,0.85,2.55,1.16,0.74,0.18,0.51,14.64,1.73,6.11,6.67,1.22,1.21,0.9,0.95,0.39,0.09,0.09,0.04,0.1,0.14,4.38,8.64,0.5,0.36,0.21,0.01,0.36,0,1.85,0.15,0,16.61
"2015_Yglesias,Rafael_TheWisdomofPerversity_CT.txt",Cont_3P,76663,76663,17.97,77.7,0,49.25,12.85,9.82,0.17,0.03,0.07,8.79,0.75,3.03,7.26,9.31,5.32,6.49,1.51,0.48,2.95,14.48,5.2,0.76,1.51,0.99,0.08,13.04,0.63,0.16,0.66,5.65,2.88,2.73,0.7,0.8,0.7,12.36,1.82,1.08,1.44,1.75,1.07,0.77,3.91,1.62,4.31,1.7,0.77,1.53,4.02,2.72,0.57,0.3,0.58,14.26,2.18,7.43,4.68,0.98,1.12,0.87,1.05,0.4,0.15,0.14,0.05,0.06,0.19,7.87,6.1,0.29,0.12,0.3,0.04,0.54,0,2.28,0.05,0.01,17.65
